Application_ID,Application_Date,Branch_Region,Gender,Marital_Status,Dependents,Education,Employment_Type,Loan_Purpose,Monthly_Income_NGN,Coapplicant_Income_NGN,Loan_Amount_NGN,Loan_Term_Months,Credit_History,Loan_Status
AJB2703,27-Apr-2026,Lagos,Male,Single,0,Graduate,Salaried,Construction,308600,0,5405000.0,60.0,1.0,Approved
AJB2594,06/05/2026,Rural North,Male,Single,2,Graduate,Salaried,Construction,287900,0,2656000.0,360.0,1.0,Approved
AJB2833,2025-02-27,Lagos,Female,Married,2,Graduate,self-employed,Purchase,186000,124700,4666000.0,180.0,0.0,Rejected
AJB2896,16/05/2026,Lagos,Female,Married,0,Graduate,Salaried,Renovation,183100,131800,2187000.0,360.0,1.0,Approved
AJB2500,2025-05-13,Rural North,Female,Married,2,Graduate,Self-Employed,Renovation,295300,47700,2183000.0,180.0,1.0,Approved
AJB2828,24/07/2025,Kano,Male,married,1,Graduate,Salaried,Purchase,238000,150400,3956000.0,60.0,1.0,Approved
AJB2692,2025-10-02,Ibadan,Male,Married,2,Graduate,Salaried,Construction,167800,50000,2784000.0,60.0,1.0,Rejected
AJB2704,2025-04-11,Abuja,Male,Single,1,Graduate,Salaried,Purchase,221700,0,4067000.0,180.0,0.0,Rejected
AJB2850,09-Apr-2025,Lagos, Male,Married,0,Graduate,Self-Employed,Purchase,230800,146300,6257000.0,180.0,1.0,Approved
AJB2701,06/02/2026,Rural North,Female,Single,0,Graduate,Salaried,Construction,167400,58500,1994000.0,120.0,1.0,Approved
AJB2830,22-Mar-2026,Kano,Female,Married,3+,Graduate,Salaried,Purchase,365400,0,7421000.0,240.0,1.0,Rejected
AJB2664,11/05/2025,Rural North,Male,Single,3+,Graduate,Salaried,Renovation,291500,0,1172000.0,180.0,1.0,Approved
AJB2536,2025-02-23,Rural North,Male,Married,2,Graduate,Salaried,Renovation,190100,0,1414000.0,360.0,1.0,Approved
AJB2590,03-Jan-2025,Abuja,Male,Single,0,Graduate,Self-Employed,Land Acquisition,308200,0,2369000.0,60.0,1.0,Approved
AJB2827,2025-05-27,Lagos,Male,Married,1,Graduate,Self-Employed,Purchase,683600,134700,14133000.0,240.0,1.0,Rejected
AJB2622,30-Dec-2025,lagos,Male,Married,1,Graduate,Self-Employed,Purchase,233100,106000,3080000.0,360.0,1.0,Approved
AJB2889,09-Nov-2025,Lagos,Female,Married,1,Graduate,Salaried,Purchase,248900,211000,4059000.0,360.0,1.0,Approved
AJB2613,07/01/2025,Kano,Male,Y,3+,Graduate,Self-Employed,Purchase,214400,0,,240.0,1.0,Approved
AJB2729,2025-02-12,Kano,Male,Single,0,Graduate,Salaried,Purchase,172300,116700,4409000.0,36.0,1.0,Approved
AJB2863,2026-03-13,Rural North,Male,Married,0,Not Graduate, Salaried,Purchase,183400,141300,6676000.0,180.0,1.0,Approved
AJB2578,19/09/2025,Abuja,Male,Single,1,Not Graduate,Self-Employed,Purchase,106500,0,2221000.0,360.0,1.0,Rejected
AJB2631,2026-02-22,Ibadan,Female,Single,0,Graduate,,Renovation,260100,0,1044000.0,240.0,0.0,Rejected
AJB2509,15-Mar-2026,Ibadan,Male,Single,3+,Graduate,Salaried,Land Acquisition,187100,0,1060000.0,120.0,1.0,Rejected
AJB2645,22/03/2025,Rural North,Male,Married,0,Graduate,Salaried,Purchase,299900,57000,4044000.0,60.0,1.0,Approved
AJB2791,2025-09-16,Ibadan,Male,Single,1,Not Graduate, Self-Employed,Purchase,339700,0,4349000.0,360.0,1.0,Approved
AJB2675,2025-06-13,Kano,Male,Married,1,Graduate,Salaried,Renovation,63500,0,462000.0,180.0,1.0,Approved
AJB2723,2026-04-12,Lagos,Female,Married,1,Graduate,salaried,Land Acquisition,218100,56400,1563000.0,180.0,1.0,Approved
AJB2528,2025-08-26,Port Harcourt,Male,Married,2,Not Graduate,salaried,Renovation,92500,64800,1270000.0,360.0,1.0,Approved
AJB2618,10/04/2025,Lagos,Male,Married,0,Not Graduate,Salaried,Renovation,215700,82900,1652000.0,180.0,1.0,Approved
AJB2874,19-Jun-2026,Abuja, Male,Married,1,Graduate, Salaried,Construction,333100,90400,6527000.0,180.0,0.0,Approved
AJB2734,2025-08-24,Ibadan,Female,Married,0,Graduate,Salaried,Renovation,217800,0,950000.0,36.0,1.0,Approved
AJB2570,2025-11-07,Rural North,Male,Married,2,Not Graduate,Salaried,Renovation,239500,100100,1623000.0,180.0,1.0,Approved
AJB2521,2026-02-15,Lagos,MALE,Married,1,Graduate,Salaried,Purchase,281000,185400,7981000.0,120.0,1.0,Approved
AJB2720,2026-05-26,Abuja,Male,Single,3+,Graduate,Self-Employed,Construction,125400,0,1003000.0,60.0,1.0,Approved
AJB2676,27-May-2025,Abuja,Male,Single,0,Graduate,self-employed,Construction,399600,0,5236000.0,240.0,1.0,Approved
AJB2739,2026-04-18,Port Harcourt,Male,Single,0,Not Graduate,Self-Employed,Purchase,188400,0,3019000.0,240.0,,Approved
AJB2649,11-Feb-2026,Lagos,Male,Married,0,Graduate,Salaried,Purchase,229900,0,3305000.0,240.0,1.0,Approved
AJB2728,2026-05-15,Lagos,Male,Married,2,Not Graduate,Self-Employed,Purchase,223400,132100,3548000.0,240.0,0.0,Rejected
AJB2623,10/05/2026,Lagos,male,Married,1,Not Graduate,Salaried,Renovation,264300,68300,1329000.0,240.0,1.0,Approved
AJB2587,14/04/2026,Abuja,Male,Married,0,Graduate,Salaried,Construction,211900,128700,5037000.0,240.0,1.0,Approved
AJB2689,2025-01-28,Rural North,Male,Married,2,Graduate,Salaried,Renovation,239400,60700,2520000.0,180.0,1.0,Approved
AJB2858,23/05/2026,Rural North,,Married,0,Graduate,,Construction,381500,84800,5788000.0,240.0,1.0,Approved
AJB2770,2025-07-13,Kano,Male,Married,2,Not Graduate,Salaried,Renovation,201100,57600,1685000.0,36.0,1.0,Rejected
AJB2817,2025-05-25,Ibadan,Female ,Married,2,Not Graduate,Self-Employed,Land Acquisition,137900,110000,1820000.0,180.0,1.0,Approved
AJB2565,2025-11-24,Rural North,male,Single,3+,Not Graduate,Self-Employed,Construction,403300,0,2966000.0,180.0,1.0,Rejected
AJB2653,11/09/2025,Ibadan,Male,Single,0,Graduate,Self-Employed,Land Acquisition,255900,0,3331000.0,36.0,1.0,Approved
AJB2742,11-Mar-2025,Abuja,Male,Married,1,Graduate, Salaried,Renovation,213700,0,684000.0,60.0,1.0,Approved
AJB2626,2025-05-23,Abuja ,Male,Single,0,Graduate,salaried,Land Acquisition,144000,0,1843000.0,120.0,,Approved
AJB2806,2025-08-08,Port Harcourt,Male,Single,0,Not Graduate,Salaried,Construction,234100,0,2541000.0,60.0,1.0,Approved
AJB2747,2025-03-05,Kano,Male,Married,2,Graduate,Salaried,Construction,188700,103500,5346000.0,60.0,1.0,Rejected
AJB2876,2025-10-09,Rural North,Female,Married,0,Not Graduate,Salaried,Renovation,240100,100400,1522000.0,24.0,1.0,Rejected
AJB2610,25-Jun-2025,Port Harcourt,Male,Married,2,Graduate,Self-Employed,Renovation,355000,93700,1948000.0,360.0,1.0,Rejected
AJB2885,2025-02-02,Ibadan,Female,Married,2,Not Graduate,Self-Employed,Construction,91900,87900,1318000.0,240.0,1.0,Rejected
AJB2663,2026-06-08,Abuja,Male,Single,0,Graduate,Salaried,Renovation,121500,0,650000.0,240.0,1.0,Approved
AJB2714,2026-06-05,Rural North,Female,Married,0,Graduate,Self-Employed,Purchase,346000,146800,5147000.0,60.0,1.0,Rejected
AJB2665,2025-08-31,Lagos,Male,Single,1,Graduate,salaried,Purchase,182400,0,2871000.0,180.0,1.0,Approved
AJB2815,2025-05-12,Abuja,Male,Married,0,Graduate,Salaried,Purchase,214700,88900,5243000.0,120.0,1.0,Rejected
AJB2638,2026-01-03,Ibadan,Female,Married,3+,Not Graduate,Salaried,Purchase,127400,0,2306000.0,180.0,1.0,Approved
AJB2851,17/06/2026,Rural North,Male,Married,2,Graduate,Salaried,Construction,287900,0,3621000.0,24.0,1.0,Rejected
AJB2526,14/05/2026,Rural North,Male,Married,1,Graduate,Salaried,Purchase,182100,59600,2102000.0,240.0,0.0,Approved
AJB2892,01/09/2025,Abuja,Male,Married,2,Not Graduate,Salaried,Construction,266800,30200,2811000.0,180.0,1.0,Rejected
AJB2693,03-Apr-2025,Lagos,Female,Married,0,Graduate,Salaried,Purchase,280900,104300,6630000.0,120.0,0.0,Rejected
AJB2879,2025-04-19,Ibadan,Female,Single,0,Not Graduate,,Purchase,209300,0,3449000.0,240.0,0.0,Rejected
AJB2546,2025-06-29,Port Harcourt,Male,Single,0,Graduate,Salaried,Purchase,246900,0,2363000.0,12.0,0.0,Rejected
AJB2877,11/11/2025,Kano,Male,Married,0,Not Graduate,Self-Employed,Renovation,185800,173700,2037000.0,36.0,1.0,Rejected
AJB2628,2025-10-15,lagos,Male,Single,1,Graduate,Salaried,Construction,255700,0,4367000.0,180.0,1.0,Approved
AJB2738,2025-11-12,Abuja,Male,Single,0,Not Graduate,Self-Employed,Construction,309900,93700,5199000.0,36.0,1.0,Rejected
AJB2810,2026-06-17,Rural North,Male,Single,0,Graduate,Salaried,Land Acquisition,282200,56400,2919000.0,240.0,1.0,Approved
AJB2835,2026-04-13,Ibadan,Male,Single,0,Graduate,Salaried,Renovation,273900,0,1376000.0,360.0,1.0,Approved
AJB2700,16/05/2026,Lagos,Female,Married,0,Graduate,Salaried,Renovation,191900,130700,1313000.0,36.0,1.0,Approved
AJB2518,05-Jan-2025,Kano,Female,Y,1,Graduate,Self-Employed,Purchase,955000,87800,14516000.0,240.0,1.0,Rejected
AJB2705,14/05/2025,Kano,Male,Single,0,Graduate,,Purchase,199500,0,4279000.0,180.0,1.0,Rejected
AJB2535,2025-09-12,Ibadan,Male,Married,1,Graduate,Salaried,Land Acquisition,208500,57800,2132000.0,180.0,0.0,Rejected
AJB2837,2025-04-30,Abuja,Female,Married,0,Not Graduate,Salaried,Renovation,160000,103700,2294000.0,240.0,1.0,Approved
AJB2674,13/04/2025,Abuja,Male,Single,0,Not Graduate,Salaried,Renovation,219900,76800,1263000.0,240.0,1.0,Approved
AJB2577,17-Aug-2025,Lagos,Male,Married,0,Graduate,Salaried,Purchase,182500,108800,2494000.0,240.0,1.0,Approved
AJB2718,24-Jan-2025,Rural North,Female,Married,0,Not Graduate,Salaried,Construction,257200,85400,5255000.0,180.0,1.0,Approved
AJB2602,16-Jul-2025,Rural North,Male,Single,0,Not Graduate,Salaried,Land Acquisition,208200,0,1073000.0,180.0,1.0,Approved
AJB2708,23/01/2026,Lagos,Male,Single,2,Not Graduate,,Construction,332000,0,3863000.0,,0.0,Approved
AJB2589,2026-02-01,Port Harcourt,Male,Married,1,Graduate,Salaried,Renovation,354700,0,2005000.0,360.0,1.0,Approved
AJB2685,20/06/2026,Lagos,Male,Single,3+,Graduate,Self-Employed,Renovation,337200,0,2840000.0,120.0,1.0,Approved
AJB2561,2026-04-13,Lagos,male,Married,2,Graduate,Salaried,Construction,175000,48600,3171000.0,240.0,1.0,Approved
AJB2783,20-Mar-2026,Ibadan,Male,Married,2,Graduate,Self-Employed,Renovation,206200,84700,1630000.0,240.0,0.0,Approved
AJB2637,26/01/2025,Ibadan,Male,Married,0,Graduate,SALARIED,Purchase,63000,87000,1737000.0,240.0,1.0,Approved
AJB2538,13/03/2026,Kano,Male,Single,0,Graduate,Salaried,Renovation,258900,0,1872000.0,180.0,1.0,Approved
AJB2668,03-May-2026,Abuja,Male,Married,1,Graduate,Salaried,Construction,300000,107500,3773000.0,240.0,1.0,Approved
AJB2735,2026-04-07,Rural North,Female,Married,1,Not Graduate,Salaried,Renovation,179100,102200,1976000.0,36.0,1.0,Approved
AJB2887,21-Apr-2026,Lagos,Female,Married,3+,Graduate,Salaried,Renovation,259000,68300,2394000.0,36.0,1.0,Approved
AJB2695,08-Mar-2025,Rural North,Male,Married,0,Graduate,Salaried,Land Acquisition,293900,86500,4164000.0,180.0,1.0,Approved
AJB2763,2026-01-13,lagos, Male,Married,1,Graduate,Salaried,Purchase,268100,49900,3046000.0,36.0,,Approved
AJB2897,2026-01-15,Lagos,Male,married,1,Graduate,Salaried,Purchase,141300,108900,2921000.0,360.0,1.0,Approved
AJB2789,2025-04-07,Abuja,,Married,0,Graduate,SALARIED,Renovation,124900,74500,1704000.0,360.0,1.0,Approved
AJB2795,02/01/2025,Lagos,Female,Married,0,Graduate,Salaried,Purchase,245000,106800,6950000.0,60.0,1.0,Approved
AJB2821,01-Aug-2025,Lagos,MALE,Married,0,Graduate, Salaried,Construction,197900,72700,5117000.0,12.0,1.0,Rejected
AJB2534,2026-02-02,Lagos ,MALE,Married,2,Graduate,Self-Employed,Construction,375900,80400,8228000.0,180.0,1.0,Approved
AJB2846,18/08/2025,Rural North,Female,Married,2,Graduate,Salaried,Purchase,187000,120600,6554000.0,,,Rejected
AJB2813,2025-07-08,Lagos,Male,N,3+,Not Graduate,Salaried,Purchase,154600,0,1995000.0,180.0,1.0,Approved
AJB2630,2026-05-12,Lagos,Male,Single,0,Not Graduate,Self-Employed,Renovation,184900,0,919000.0,240.0,1.0,Rejected
AJB2574,2026-05-04,Abuja,Male,Married,2,Graduate,Self-Employed,Purchase,323600,147200,7973000.0,240.0,0.0,Approved
AJB2504,2026-01-13,Lagos,Male,N,0,Graduate,SALARIED,Construction,161800,0,1698000.0,120.0,0.0,Approved
AJB2879,2025-04-19,Ibadan,Female,Single,0,Not Graduate,,Purchase,209300,0,3449000.0,240.0,0.0,Rejected
AJB2624,06/02/2025,Abuja,Male,Married,0,Graduate,Salaried,Land Acquisition,165200,112900,3438000.0,360.0,,Approved
AJB2659,24-Apr-2025,Lagos,Female,Married,1,Graduate,Self-Employed,Purchase,212500,0,3746000.0,240.0,1.0,Approved
AJB2560,27-Feb-2026,Rural North,Male,Married,2,Graduate,Salaried,Construction,260100,101300,3024000.0,24.0,1.0,Approved
AJB2696,2026-05-26,Lagos,Male,Single,1,Graduate,Salaried,Purchase,167100,0,1552000.0,24.0,1.0,Approved
AJB2722,08-Jun-2025,Abuja,Male,single,3+,Graduate,Salaried,Purchase,131200,0,1253000.0,12.0,1.0,Approved
AJB2799,12/04/2026,Ibadan,Male,Married,0,Graduate, Salaried,Construction,213300,0,2529000.0,240.0,1.0,Approved
AJB2540,2025-02-19,Abuja,Male,Single,0,Not Graduate,Self-Employed,Land Acquisition,310200,0,3395000.0,120.0,0.0,Rejected
AJB2634,01/05/2026,Port Harcourt,Male,Married,2,Not Graduate,Self-Employed,Land Acquisition,199300,97300,2912000.0,180.0,1.0,Approved
AJB2825,03-Mar-2025,Rural North,Male,Married,1,Graduate,,Construction,231900,129200,6844000.0,240.0,0.0,Rejected
AJB2836,2025-03-01,Rural North,male,Y,,Not Graduate,Salaried,Purchase,308700,58000,3592000.0,60.0,1.0,Approved
AJB2876,2025-10-09,Rural North,Female,Married,0,Not Graduate,Salaried,Renovation,240100,100400,1522000.0,24.0,1.0,Rejected
AJB2891,04-Mar-2026,Ibadan,Male,Married,0,Graduate,Salaried,Purchase,245900,94000,4724000.0,120.0,1.0,Approved
AJB2575,03-Mar-2026,Port Harcourt,Male,Married,3+,Graduate, Self-Employed,Purchase,125000,77700,2601000.0,24.0,1.0,Rejected
AJB2724,12-Jul-2025,Rural North,Male,single,1,Graduate,Self-Employed,Renovation,247300,0,1816000.0,240.0,1.0,Rejected
AJB2593,25-Apr-2026,Lagos,Male,Married,0,Graduate,Self-Employed,Land Acquisition,504000,0,3464000.0,240.0,1.0,Approved
AJB2677,2025-01-15,Rural North,Female,MARRIED,0,Not Graduate,Salaried,Construction,356100,141100,3776000.0,120.0,1.0,Approved
AJB2758,02/12/2025,Lagos,Male,Married,1,Not Graduate,Salaried,Purchase,135300,60900,2411000.0,240.0,1.0,Rejected
AJB2733,2025-07-25,Rural North,Male,Married,3+,Graduate,Salaried,Renovation,216300,36200,2143000.0,24.0,1.0,Approved
AJB2721,01-Jun-2025,Port Harcourt,Male,Y,2,Graduate,Salaried,Land Acquisition,356600,148200,5329000.0,180.0,,Rejected
AJB2514,2025-05-15,Abuja,Male,Married,0,Graduate,Self-Employed,Renovation,276600,0,2131000.0,120.0,1.0,Approved
AJB2864,03-Jul-2025,Ibadan,Male,Single,0,Not Graduate,Self-Employed,Purchase,311700,0,6466000.0,36.0,1.0,Rejected
AJB2750,19/11/2025,Port Harcourt,Male,Married,1,Not Graduate,Salaried,Land Acquisition,235500,138200,4135000.0,24.0,0.0,Approved
AJB2756,2026-02-16,Rural North,Female ,Single,3+,Graduate,Salaried,Purchase,186000,0,2140000.0,240.0,0.0,Rejected
AJB2754,23-Jan-2026,Rural North,Male,Single,0,Graduate,Self-Employed,Renovation,141800,0,711000.0,240.0,0.0,Rejected
AJB2712,2025-02-08,Rural North,Male,Single,0,Not Graduate,Self-Employed,Renovation,227700,0,1461000.0,360.0,1.0,Approved
AJB2654,10/12/2025,Kano,Male,Married,3+,Not Graduate,Salaried,Purchase,213400,131000,4991000.0,24.0,1.0,Approved
AJB2778,2025-08-12,Rural North,Female,Married,1,Graduate,Salaried,Construction,175800,134900,2992000.0,240.0,1.0,Approved
AJB2761,01-May-2026,Rural North,Female,Single,,Graduate,Self-Employed,Purchase,167400,0,1740000.0,240.0,1.0,Approved
AJB2604,2025-12-20,Kano,Female,Married,3+,Not Graduate, Salaried,Purchase,260600,0,4210000.0,360.0,1.0,Rejected
AJB2883,2026-01-01,Lagos,Male,Married,0,Graduate,Salaried,Purchase,233000,99800,5652000.0,36.0,,Rejected
AJB2599,2025-01-12,Lagos,Female,Married,,Graduate,SELF-EMPLOYED,Renovation,330300,97900,3359000.0,360.0,1.0,Approved
AJB2648,22-Apr-2025,Ibadan,Male,Single,2,Graduate,Salaried,Purchase,255800,0,2730000.0,240.0,1.0,Rejected
AJB2740,24-Dec-2025,Abuja,Female,Single,0,Graduate,Salaried,Construction,177300,0,3508000.0,60.0,1.0,Approved
AJB2550,2025-01-23,Rural North,Male,Married,0,Graduate,Salaried,Construction,179600,103100,4203000.0,360.0,1.0,Approved
AJB2809,10/03/2026,Rural North,Male,Married,0,Not Graduate,Self-Employed,Renovation,376300,115600,3422000.0,120.0,1.0,Approved
AJB2510,06-Apr-2026,Lagos,Male,Single,0,Not Graduate,Salaried,Construction,208300,50400,4542000.0,36.0,1.0,Approved
AJB2745,2025-07-10,Lagos,FEMALE,Single,0,Graduate,Salaried,Construction,238200,0,4368000.0,,0.0,Rejected
AJB2839,28/02/2025,Lagos,Female,Married,1,Graduate,salaried,Renovation,99200,82600,1448000.0,36.0,1.0,Approved
AJB2847,03-Oct-2025,Rural North,Male,Married,2,Not Graduate,Self-Employed,Purchase,398200,80400,7639000.0,12.0,1.0,Rejected
AJB2765,15-Oct-2025,Lagos,Male,Single,3+,Graduate,,Construction,391800,0,7140000.0,180.0,1.0,Approved
AJB2585,2025-09-09,Lagos,Male,Married,0,Not Graduate,Salaried,Purchase,147800,85500,2341000.0,240.0,1.0,Approved
AJB2890,2025-05-01,Kano,Male,Married,0,Graduate,Salaried,Construction,169200,0,1866000.0,36.0,1.0,Approved
AJB2553,2026-04-07,Rural North,Male,Married,3+,Graduate,Salaried,Construction,212400,0,3838000.0,180.0,1.0,Approved
AJB2862,2025-11-11,Port Harcourt,Male,Married,2,Not Graduate,SALARIED,Purchase,148900,55400,1827000.0,24.0,1.0,Approved
AJB2725,2025-05-10,Lagos,Female,Married,0,Graduate,Salaried,Renovation,168500,67600,829000.0,240.0,1.0,Approved
AJB2748,13/10/2025,Abuja,,Single,2,Graduate,Salaried,Construction,234700,0,2113000.0,36.0,0.0,Rejected
AJB2635,2026-05-25,Port Harcourt, Male,Married,0,Not Graduate,self-employed,Renovation,178500,106600,1950000.0,60.0,1.0,Approved
AJB2788,10-May-2025,Lagos,Male,Single,1,Not Graduate,Self-Employed,Purchase,270900,0,2919000.0,240.0,,Approved
AJB2525,2025-06-03,Abuja,Male,Single,0,Not Graduate,Self-Employed,Construction,318700,0,3774000.0,60.0,1.0,Approved
AJB2774,18/04/2025,Rural North,FEMALE,Married,2,Graduate,self-employed,Renovation,235900,145600,1920000.0,60.0,1.0,Approved
AJB2562,08-Mar-2026,Port Harcourt,MALE,Single,2,Graduate,Self-Employed,Purchase,160200,0,2657000.0,24.0,1.0,Approved
AJB2829,2025-03-28,Port Harcourt,,Married,3+,Graduate,Salaried,Construction,250500,0,2416000.0,180.0,1.0,Approved
AJB2563,05-Aug-2025,lagos,Female ,Married,,Not Graduate,Salaried,Renovation,287900,62400,2545000.0,24.0,0.0,Rejected
AJB2564,2025-02-03,Abuja ,Male,Married,0,Graduate,Self-Employed,Purchase,185600,114100,3805000.0,240.0,0.0,Rejected
AJB2807,2025-08-23,Abuja,Male,Single,0,Graduate,Salaried,Purchase,193900,0,4189000.0,24.0,,Rejected
AJB2571,04-Mar-2025,Port Harcourt,Male,Married,0,Graduate,Salaried,Construction,123700,125800,3134000.0,240.0,1.0,Approved
AJB2572,2025-01-04,Lagos,Female,Married,3+,Graduate, Self-Employed,Construction,224700,0,2328000.0,180.0,1.0,Approved
AJB2699,2025-10-01,Ibadan,Male,single,0,Graduate,Salaried,Land Acquisition,319500,0,4067000.0,180.0,0.0,Rejected
AJB2797,2026-06-07,Lagos,Female,Married,2,Graduate,Salaried,Purchase,254100,168000,5137000.0,60.0,1.0,Approved
AJB2549,2025-05-24,Abuja,Male,Married,3+,Not Graduate,Self-Employed,Renovation,147600,121000,1321000.0,240.0,1.0,Approved
AJB2801,2025-10-05,Ibadan,Male,Married,0,Not Graduate,Salaried,Renovation,215000,0,1846000.0,240.0,0.0,Approved
AJB2849,2025-03-02,Lagos,male,Single,3+,Graduate,Self-Employed,Purchase,254200,0,3776000.0,360.0,0.0,Rejected
AJB2826,24/06/2026,Lagos,FEMALE,Married,1,Graduate,,Construction,199700,0,2060000.0,60.0,1.0,Approved
AJB2595,18-May-2025,Abuja,Male,Married,3+,Graduate,Salaried,Renovation,150300,0,782000.0,36.0,1.0,Approved
AJB2605,2025-12-25,Ibadan,Female,Single,1,Not Graduate,Self-Employed,Purchase,253200,0,3082000.0,240.0,,Rejected
AJB2625,26/06/2025,Abuja,,Married,0,Not Graduate,Salaried,Purchase,-434200,0,8850000.0,180.0,0.0,Rejected
AJB2732,2025-03-16,lagos,Female,Married,1,Graduate,Salaried,Construction,292000,111300,3224000.0,60.0,1.0,Approved
AJB2557,2026-02-02,Port Harcourt,male,Married,2,Not Graduate,,Purchase,393300,107600,10959000.0,36.0,1.0,Approved
AJB2868,08/01/2025,Abuja,Male,Married,2,Graduate,Salaried,Construction,273100,0,4024000.0,360.0,1.0,Rejected
AJB2545,2026-02-03,Lagos,Female,Single,3+,Graduate,Salaried,Renovation,294600,0,1272000.0,120.0,1.0,Rejected
AJB2531,27/12/2025,Port Harcourt,FEMALE,Single,,Graduate,Self-Employed,Construction,114300,0,2200000.0,180.0,0.0,Approved
AJB2870,30-Nov-2025,Port Harcourt,Female,Married,0,Graduate,Salaried,Purchase,129500,72300,3618000.0,360.0,1.0,Rejected
AJB2501,2025-11-07,Port Harcourt,Male,Single,0,Graduate,Salaried,Construction,317400,0,2840000.0,120.0,1.0,Approved
AJB2642,2026-02-15,Ibadan,Female,Single,0,Graduate,Salaried,Purchase,241400,0,4286000.0,360.0,1.0,Approved
AJB2606,2025-06-29,Ibadan,male,Married,1,Graduate,Salaried,Land Acquisition,173500,178000,1892000.0,,1.0,Approved
AJB2737,20/03/2025,Abuja,Female ,Single,0,Graduate,Salaried,Purchase,242300,0,2649000.0,180.0,,Rejected
AJB2661,14/06/2025,Lagos,Female,Married,0,Graduate,Salaried,Construction,276600,92500,5828000.0,120.0,1.0,Approved
AJB2579,2025-05-14,Lagos,Female,Married,1,Graduate,Salaried,Land Acquisition,274600,136700,3380000.0,24.0,0.0,Approved
AJB2697,2025-11-14,Port Harcourt,Female,Single,0,Not Graduate,Salaried,Renovation,45000,0,353000.0,360.0,,Approved
AJB2567,2026-06-20,Rural North,Male,Single,2,Not Graduate,Salaried,Renovation,227600,0,2001000.0,360.0,0.0,Rejected
AJB2552,2025-08-09,Port Harcourt,Female,Single,2,Graduate,Salaried,Renovation,323600,0,1848000.0,24.0,1.0,Approved
AJB2808,15/06/2025,Kano,Male,Married,3+,Graduate,,Purchase,174300,86900,4363000.0,240.0,1.0,Approved
AJB2773,2025-12-04,Rural North,Male,Single,3+,Graduate,Self-Employed,Renovation,72200,0,420000.0,180.0,0.0,Approved
AJB2834,2025-11-25,Abuja,Male,Married,3+,Graduate,Self-Employed,Purchase,401300,0,8057000.0,360.0,1.0,Approved
AJB2793,2025-05-19,Abuja, Male,Married,0,Not Graduate,Salaried,Land Acquisition,260000,42300,2768000.0,120.0,1.0,Approved
AJB2749,2026-05-25,Abuja ,Male,Married,0,Graduate,Self-Employed,Construction,166800,58600,2793000.0,240.0,1.0,Approved
AJB2760,2026-02-11,Ibadan,Male,married,3+,Not Graduate,Salaried,Construction,277400,130100,4243000.0,24.0,0.0,Rejected
AJB2580,17-Aug-2025,Abuja,Male,Married,0,Graduate,Self-Employed,Renovation,750700,104500,4308000.0,24.0,1.0,Approved
AJB2895,07/03/2025,Rural North,Male,Married,0,Graduate,SELF-EMPLOYED,Renovation,266600,72300,1299000.0,360.0,1.0,Approved
AJB2717,30-Oct-2025,Rural North,Male,Married,2,Graduate,Salaried,Construction,148700,169800,3009000.0,180.0,1.0,Approved
AJB2716,2025-01-28,LAGOS,Male,Single,1,Graduate,,Purchase,181700,0,2803000.0,240.0,0.0,Approved
AJB2529,28/05/2025,Kano,Female,Single,0,Graduate,Salaried,Construction,342700,0,6427000.0,240.0,1.0,Approved
AJB2532,16-Jun-2026,Abuja,Male,Single,0,Graduate,Salaried,Renovation,287700,0,2331000.0,360.0,1.0,Approved
AJB2667,25-Jan-2025,Abuja,,MARRIED,0,Graduate, Salaried,Purchase,222900,122700,4481000.0,240.0,1.0,Approved
AJB2684,18-Aug-2025,Port Harcourt,Female,Single,0,Not Graduate,Salaried,Purchase,130900,0,1058000.0,36.0,1.0,Approved
AJB2832,2025-02-12,Rural North,Female,Married,0,Graduate,Self-Employed,Renovation,93900,71300,546000.0,12.0,1.0,Approved
AJB2672,19-Mar-2025,Port Harcourt,Male,Married,0,Graduate,Salaried,Construction,186100,58900,4156000.0,24.0,1.0,Approved
AJB2513,2025-03-24,Port Harcourt,Female,N,1,Graduate,Salaried,Renovation,192400,0,894000.0,180.0,0.0,Approved
AJB2856,2025-04-08,Port Harcourt,FEMALE,Married,0,Not Graduate,Salaried,Construction,347800,61400,6213000.0,120.0,1.0,Rejected
AJB2678,07/01/2025,Lagos,Female,Single,1,Graduate,salaried,Purchase,330300,0,7081000.0,60.0,1.0,Approved
AJB2569,2025-11-03,Port Harcourt,Male,MARRIED,0,Graduate,Self-Employed,Purchase,262000,39900,3193000.0,24.0,1.0,Approved
AJB2860,2025-01-09,Rural North,Female,Single,0,Not Graduate,Salaried,Construction,360900,0,4758000.0,240.0,0.0,Rejected
AJB2588,2026-03-05,Ibadan,Male,Married,,Graduate, Salaried,Purchase,349000,0,7293000.0,120.0,1.0,Approved
