Application_ID,Application_Date,Branch_Region,Gender,Marital_Status,Dependents,Education,Employment_Type,Loan_Purpose,Monthly_Income_NGN,Coapplicant_Income_NGN,Loan_Amount_NGN,Loan_Term_Months,Credit_History,Loan_Status
AJB2745,2025-07-10,Lagos,Female,Single,0,Graduate,Salaried,Construction,238200,0,4368000,180,0,Rejected
AJB2531,2025-12-27,Port Harcourt,Female,Single,1,Graduate,Self-Employed,Construction,114300,0,2200000,180,0,Approved
AJB2501,2025-11-07,Port Harcourt,Male,Single,0,Graduate,Salaried,Construction,317400,0,2840000,120,1,Approved
AJB2671,2025-07-04,Lagos,Male,Single,0,Not Graduate,Self-Employed,Renovation,172100,0,809000,180,1,Approved
AJB2823,2025-01-10,Lagos,Male,Single,0,Not Graduate,Salaried,Renovation,233900,0,881000,180,1,Approved
AJB2513,2025-03-24,Port Harcourt,Female,Single,1,Graduate,Salaried,Renovation,192400,0,894000,180,0,Approved
AJB2865,2025-05-28,Ibadan,Male,Married,2,Graduate,Salaried,Land Acquisition,293700,108000,3777000,24,1,Approved
AJB2509,2026-03-15,Ibadan,Male,Single,3+,Graduate,Salaried,Land Acquisition,187100,0,1060000,120,1,Rejected
AJB2646,2026-02-26,Lagos,Male,Married,2,Graduate,Self-Employed,Land Acquisition,146200,0,1659000,240,1,Approved
AJB2758,2025-12-02,Lagos,Male,Married,1,Not Graduate,Salaried,Purchase,135300,60900,2411000,240,1,Rejected
AJB2764,2025-01-18,Kano,Female,Married,0,Graduate,Salaried,Renovation,357600,0,2398000,240,1,Approved
AJB2870,2025-11-30,Port Harcourt,Female,Married,0,Graduate,Salaried,Purchase,129500,72300,3618000,360,1,Rejected
AJB2595,2025-05-18,Abuja,Male,Married,3+,Graduate,Salaried,Renovation,150300,0,782000,36,1,Approved
AJB2534,2026-02-02,Lagos,Male,Married,2,Graduate,Self-Employed,Construction,375900,80400,8228000,180,1,Approved
AJB2596,2025-01-08,Lagos,Male,Married,0,Graduate,Salaried,Renovation,254500,0,1920000,360,1,Approved
AJB2887,2026-04-21,Lagos,Female,Married,3+,Graduate,Salaried,Renovation,259000,68300,2394000,36,1,Approved
AJB2777,2026-02-14,Lagos,Male,Married,1,Not Graduate,Salaried,Construction,180300,125500,2880000,240,1,Approved
AJB2749,2026-05-25,Abuja,Male,Married,0,Graduate,Self-Employed,Construction,166800,58600,2793000,240,1,Approved
AJB2818,2025-08-06,Port Harcourt,Male,Single,0,Graduate,Salaried,Purchase,189100,0,2394000,24,0,Approved
AJB2840,2025-06-14,Lagos,Male,Married,0,Not Graduate,Salaried,Purchase,131900,39200,3170000,240,1,Approved
AJB2616,2025-05-17,Lagos,Female,Married,0,Graduate,Salaried,Purchase,162500,0,3412000,180,1,Approved
AJB2668,2026-05-03,Abuja,Male,Married,1,Graduate,Salaried,Construction,300000,107500,3773000,240,1,Approved
AJB2545,2026-02-03,Lagos,Female,Single,3+,Graduate,Salaried,Renovation,294600,0,1272000,120,1,Rejected
AJB2661,2025-06-14,Lagos,Female,Married,0,Graduate,Salaried,Construction,276600,92500,5828000,120,1,Approved
AJB2723,2026-04-12,Lagos,Female,Married,1,Graduate,Salaried,Land Acquisition,218100,56400,1563000,180,1,Approved
AJB2807,2025-08-23,Abuja,Male,Single,0,Graduate,Salaried,Purchase,193900,0,4189000,24,0,Rejected
AJB2617,2025-09-12,Lagos,Female,Single,0,Graduate,Salaried,Purchase,330300,0,5397000,36,1,Rejected
AJB2532,2026-06-16,Abuja,Male,Single,0,Graduate,Salaried,Renovation,287700,0,2331000,360,1,Approved
AJB2577,2025-08-17,Lagos,Male,Married,0,Graduate,Salaried,Purchase,182500,108800,2494000,240,1,Approved
AJB2814,2026-02-26,Abuja,Male,Single,3+,Not Graduate,Salaried,Construction,156800,0,1477000,12,1,Rejected
AJB2563,2025-08-05,Lagos,Female,Married,1,Not Graduate,Salaried,Renovation,287900,62400,2545000,24,0,Rejected
AJB2730,2026-03-10,Abuja,Male,Single,1,Not Graduate,Salaried,Purchase,362200,0,3388000,36,1,Approved
AJB2686,2025-06-15,Rural North,Male,Married,0,Graduate,Salaried,Purchase,172700,0,2943000,36,1,Approved
AJB2767,2025-12-15,Port Harcourt,Male,Single,1,Graduate,Salaried,Purchase,187600,0,1943000,180,1,Approved
AJB2699,2025-10-01,Ibadan,Male,Single,0,Graduate,Salaried,Land Acquisition,319500,0,4067000,180,0,Rejected
AJB2771,2025-08-22,Kano,Male,Married,1,Graduate,Salaried,Renovation,271800,10400,1063000,360,1,Approved
AJB2621,2025-11-13,Lagos,Male,Married,2,Graduate,Salaried,Renovation,157700,86000,1660000,24,1,Approved
AJB2871,2025-01-07,Abuja,Male,Married,2,Graduate,Self-Employed,Construction,124200,133800,2011000,240,1,Approved
AJB2844,2025-08-11,Ibadan,Female,Married,0,Graduate,Self-Employed,Purchase,375500,105700,8680000,120,1,Approved
AJB2658,2026-02-13,Abuja,Female,Married,1,Graduate,Self-Employed,Renovation,280200,72300,1771000,360,1,Approved
AJB2585,2025-09-09,Lagos,Male,Married,0,Not Graduate,Salaried,Purchase,147800,85500,2341000,240,1,Approved
AJB2725,2025-05-10,Lagos,Female,Married,0,Graduate,Salaried,Renovation,168500,67600,829000,240,1,Approved
AJB2762,2025-06-08,Port Harcourt,Male,Married,0,Graduate,Self-Employed,Purchase,273600,0,4130000,12,1,Approved
AJB2820,2025-02-13,Lagos,Female,Married,1,Graduate,Salaried,Renovation,173000,79300,1018000,120,1,Approved
AJB2576,2025-05-21,Rural North,Male,Married,0,Graduate,Self-Employed,Purchase,384400,77300,6254000,36,1,Approved
AJB2888,2025-12-17,Ibadan,Male,Single,0,Graduate,Self-Employed,Land Acquisition,271500,0,3056000,24,1,Approved
AJB2880,2025-07-23,Rural North,Male,Married,2,Not Graduate,Self-Employed,Purchase,221200,0,1982000,360,1,Approved
AJB2587,2026-04-14,Abuja,Male,Married,0,Graduate,Salaried,Construction,211900,128700,5037000,240,1,Approved
AJB2899,2026-03-05,Port Harcourt,Male,Single,2,Graduate,Salaried,Construction,294600,0,2300000,60,0,Rejected
AJB2682,2025-06-07,Rural North,Male,Married,2,Graduate,Salaried,Purchase,169500,64300,3472000,240,1,Rejected
AJB2605,2025-12-25,Ibadan,Female,Single,1,Not Graduate,Self-Employed,Purchase,253200,0,3082000,240,1,Rejected
AJB2549,2025-05-24,Abuja,Male,Married,3+,Not Graduate,Self-Employed,Renovation,147600,121000,1321000,240,1,Approved
AJB2505,2026-05-07,Rural North,Female,Single,0,Graduate,Salaried,Purchase,95700,0,1383000,180,1,Approved
AJB2517,2025-09-11,Lagos,Male,Single,1,Graduate,Salaried,Renovation,136200,0,895000,360,1,Approved
AJB2734,2025-08-24,Ibadan,Female,Married,0,Graduate,Salaried,Renovation,217800,0,950000,36,1,Approved
AJB2819,2025-02-20,Rural North,Female,Single,3+,Graduate,Self-Employed,Renovation,130800,0,910000,240,1,Approved
AJB2606,2025-06-29,Ibadan,Male,Married,1,Graduate,Salaried,Land Acquisition,173500,178000,1892000,24,1,Approved
AJB2634,2026-05-01,Port Harcourt,Male,Married,2,Not Graduate,Self-Employed,Land Acquisition,199300,97300,2912000,180,1,Approved
AJB2822,2025-10-25,Abuja,Male,Married,2,Not Graduate,Salaried,Purchase,302500,109300,5392000,36,1,Rejected
AJB2726,2025-02-15,Ibadan,Male,Single,3+,Graduate,Salaried,Renovation,222000,0,1717000,120,0,Approved
AJB2714,2026-06-05,Rural North,Female,Married,0,Graduate,Self-Employed,Purchase,346000,146800,5147000,60,1,Rejected
AJB2690,2025-09-28,Lagos,Female,Single,1,Not Graduate,Self-Employed,Construction,151700,83600,3476000,240,1,Approved
AJB2853,2025-03-09,Port Harcourt,Male,Married,0,Graduate,Self-Employed,Purchase,129900,71500,3260000,360,1,Approved
AJB2782,2025-07-10,Abuja,Male,Married,3+,Graduate,Salaried,Purchase,134200,112200,2832000,12,1,Approved
AJB2529,2025-05-28,Kano,Female,Single,0,Graduate,Salaried,Construction,342700,0,6427000,240,1,Approved
AJB2669,2025-04-29,Port Harcourt,Female,Married,0,Graduate,Self-Employed,Land Acquisition,323600,81200,2713000,24,1,Approved
AJB2680,2025-05-06,Ibadan,Female,Married,3+,Graduate,Salaried,Purchase,148600,112400,3379000,120,1,Approved
AJB2600,2025-05-27,Ibadan,Female,Single,0,Graduate,Self-Employed,Purchase,362200,0,4303000,120,1,Approved
AJB2697,2025-11-14,Port Harcourt,Female,Single,0,Not Graduate,Salaried,Renovation,45000,0,353000,360,1,Approved
AJB2709,2025-10-07,Lagos,Male,Married,0,Graduate,Salaried,Purchase,249600,102200,5461000,24,1,Approved
AJB2635,2026-05-25,Port Harcourt,Male,Married,0,Not Graduate,Self-Employed,Renovation,178500,106600,1950000,60,1,Approved
AJB2876,2025-10-09,Rural North,Female,Married,0,Not Graduate,Salaried,Renovation,240100,100400,1522000,24,1,Rejected
AJB2842,2025-09-27,Ibadan,Female,Single,2,Graduate,Salaried,Purchase,187400,0,2508000,180,0,Rejected
AJB2698,2025-01-19,Lagos,Male,Single,3+,Graduate,Salaried,Land Acquisition,96300,0,627000,180,1,Rejected
AJB2666,2025-07-12,Rural North,Female,Single,3+,Graduate,Self-Employed,Purchase,1201000,0,20000000,240,1,Approved
AJB2815,2025-05-12,Abuja,Male,Married,0,Graduate,Salaried,Purchase,214700,88900,5243000,120,1,Rejected
AJB2636,2025-05-16,Abuja,Female,Married,3+,Graduate,Self-Employed,Construction,76600,0,1210000,12,0,Rejected
AJB2785,2025-11-21,Lagos,Male,Married,2,Graduate,Salaried,Construction,166600,0,1791000,180,1,Approved
AJB2631,2026-02-22,Ibadan,Female,Single,0,Graduate,Salaried,Renovation,260100,0,1044000,240,0,Rejected
AJB2539,2025-10-03,Ibadan,Male,Single,1,Graduate,Self-Employed,Construction,242200,41700,2680000,240,1,Approved
AJB2715,2025-01-20,Lagos,Female,Single,0,Not Graduate,Salaried,Renovation,45000,0,379000,12,0,Approved
AJB2543,2025-05-02,Rural North,Male,Married,0,Graduate,Salaried,Renovation,173700,158000,2893000,36,1,Approved
AJB2554,2025-07-13,Abuja,Female,Married,0,Graduate,Self-Employed,Renovation,230400,57800,2001000,360,1,Approved
AJB2879,2025-04-19,Ibadan,Female,Single,0,Not Graduate,Salaried,Purchase,209300,0,3449000,240,0,Rejected
AJB2799,2026-04-12,Ibadan,Male,Married,0,Graduate,Salaried,Construction,213300,0,2529000,240,1,Approved
AJB2863,2026-03-13,Rural North,Male,Married,0,Not Graduate,Salaried,Purchase,183400,141300,6676000,180,1,Approved
AJB2804,2026-02-07,Abuja,Female,Married,0,Not Graduate,Salaried,Construction,157700,139200,4382000,240,1,Approved
AJB2535,2025-09-12,Ibadan,Male,Married,1,Graduate,Salaried,Land Acquisition,208500,57800,2132000,180,0,Rejected
AJB2809,2026-03-10,Rural North,Male,Married,0,Not Graduate,Self-Employed,Renovation,376300,115600,3422000,120,1,Approved
AJB2776,2026-05-23,Port Harcourt,Male,Single,1,Graduate,Salaried,Renovation,289100,0,2514000,180,1,Approved
AJB2624,2025-02-06,Abuja,Male,Married,0,Graduate,Salaried,Land Acquisition,165200,112900,3438000,360,1,Approved
AJB2642,2026-02-15,Ibadan,Female,Single,0,Graduate,Salaried,Purchase,241400,0,4286000,360,1,Approved
AJB2610,2025-06-25,Port Harcourt,Male,Married,2,Graduate,Self-Employed,Renovation,355000,93700,1948000,360,1,Rejected
AJB2855,2025-08-11,Ibadan,Male,Married,0,Not Graduate,Self-Employed,Construction,250900,157700,5876000,180,1,Rejected
AJB2607,2026-04-04,Rural North,Male,Single,0,Graduate,Salaried,Land Acquisition,146800,42400,2058000,36,1,Rejected
AJB2512,2025-01-10,Lagos,Male,Married,3+,Graduate,Self-Employed,Renovation,254900,56500,1105000,120,1,Approved
AJB2772,2025-05-04,Ibadan,Male,Single,0,Graduate,Self-Employed,Purchase,65700,45200,1721000,24,0,Approved
AJB2547,2026-01-22,Port Harcourt,Male,Married,1,Graduate,Self-Employed,Renovation,103500,79800,1392000,24,1,Approved
AJB2703,2026-04-27,Lagos,Male,Single,0,Graduate,Salaried,Construction,308600,0,5405000,60,1,Approved
AJB2841,2025-01-06,Lagos,Female,Married,2,Graduate,Salaried,Construction,293400,46700,5441000,180,1,Approved
AJB2619,2025-07-22,Lagos,Male,Single,1,Not Graduate,Self-Employed,Purchase,542700,0,7105000,60,1,Approved
AJB2521,2026-02-15,Lagos,Male,Married,1,Graduate,Salaried,Purchase,281000,185400,7981000,120,1,Approved
AJB2583,2026-02-13,Lagos,Male,Married,0,Graduate,Salaried,Purchase,240900,158900,8033000,24,1,Approved
AJB2630,2026-05-12,Lagos,Male,Single,0,Not Graduate,Self-Employed,Renovation,184900,0,919000,240,1,Rejected
AJB2829,2025-03-28,Port Harcourt,Male,Married,3+,Graduate,Salaried,Construction,250500,0,2416000,180,1,Approved
AJB2729,2025-02-12,Kano,Male,Single,0,Graduate,Salaried,Purchase,172300,116700,4409000,36,1,Approved
AJB2892,2025-09-01,Abuja,Male,Married,2,Not Graduate,Salaried,Construction,266800,30200,2811000,180,1,Rejected
AJB2786,2025-11-26,Rural North,Male,Married,2,Not Graduate,Salaried,Purchase,208100,138400,7212000,36,1,Rejected
AJB2623,2026-05-10,Lagos,Male,Married,1,Not Graduate,Salaried,Renovation,264300,68300,1329000,240,1,Approved
AJB2533,2026-02-08,Abuja,Male,Single,1,Graduate,Salaried,Purchase,260400,0,5092000,120,1,Approved
AJB2877,2025-11-11,Kano,Male,Married,0,Not Graduate,Self-Employed,Renovation,185800,173700,2037000,36,1,Rejected
AJB2504,2026-01-13,Lagos,Male,Single,0,Graduate,Salaried,Construction,161800,0,1698000,120,0,Approved
AJB2519,2026-01-05,Abuja,Male,Single,0,Graduate,Salaried,Land Acquisition,243200,0,2039000,36,0,Rejected
AJB2719,2026-01-25,Abuja,Male,Married,0,Not Graduate,Salaried,Land Acquisition,228000,20700,1595000,180,1,Approved
AJB2896,2026-05-16,Lagos,Female,Married,0,Graduate,Salaried,Renovation,183100,131800,2187000,360,1,Approved
AJB2649,2026-02-11,Lagos,Male,Married,0,Graduate,Salaried,Purchase,229900,0,3305000,240,1,Approved
AJB2724,2025-07-12,Rural North,Male,Single,1,Graduate,Self-Employed,Renovation,247300,0,1816000,240,1,Rejected
AJB2747,2025-03-05,Kano,Male,Married,2,Graduate,Salaried,Construction,188700,103500,5346000,60,1,Rejected
AJB2854,2025-06-12,Abuja,Male,Single,1,Graduate,Self-Employed,Construction,188100,45700,1711000,360,1,Approved
AJB2651,2025-03-22,Lagos,Female,Married,0,Not Graduate,Salaried,Renovation,196700,0,1248000,240,0,Approved
AJB2817,2025-05-25,Ibadan,Female,Married,2,Not Graduate,Self-Employed,Land Acquisition,137900,110000,1820000,180,1,Approved
AJB2791,2025-09-16,Ibadan,Male,Single,1,Not Graduate,Self-Employed,Purchase,339700,0,4349000,360,1,Approved
AJB2733,2025-07-25,Rural North,Male,Married,3+,Graduate,Salaried,Renovation,216300,36200,2143000,24,1,Approved
AJB2510,2026-04-06,Lagos,Male,Single,0,Not Graduate,Salaried,Construction,208300,50400,4542000,36,1,Approved
AJB2779,2026-06-08,Kano,Female,Married,0,Graduate,Salaried,Purchase,294000,0,2951000,360,1,Rejected
AJB2571,2025-03-04,Port Harcourt,Male,Married,0,Graduate,Salaried,Construction,123700,125800,3134000,240,1,Approved
AJB2752,2026-05-18,Abuja,Male,Single,0,Not Graduate,Salaried,Construction,264900,0,4121000,180,0,Rejected
AJB2592,2026-02-02,Kano,Male,Single,0,Graduate,Salaried,Purchase,155900,0,2868000,360,1,Approved
AJB2849,2025-03-02,Lagos,Male,Single,3+,Graduate,Self-Employed,Purchase,254200,0,3776000,360,0,Rejected
AJB2692,2025-10-02,Ibadan,Male,Married,2,Graduate,Salaried,Construction,167800,50000,2784000,60,1,Rejected
AJB2757,2025-09-28,Ibadan,Male,Married,0,Graduate,Salaried,Renovation,166300,75300,2078000,24,0,Approved
AJB2839,2025-02-28,Lagos,Female,Married,1,Graduate,Salaried,Renovation,99200,82600,1448000,36,1,Approved
AJB2890,2025-05-01,Kano,Male,Married,0,Graduate,Salaried,Construction,169200,0,1866000,36,1,Approved
AJB2695,2025-03-08,Rural North,Male,Married,0,Graduate,Salaried,Land Acquisition,293900,86500,4164000,180,1,Approved
AJB2843,2026-01-22,Abuja,Male,Married,2,Graduate,Salaried,Construction,142400,163800,3456000,240,1,Approved
AJB2637,2025-01-26,Ibadan,Male,Married,0,Graduate,Salaried,Purchase,63000,87000,1737000,240,1,Approved
AJB2760,2026-02-11,Ibadan,Male,Married,3+,Not Graduate,Salaried,Construction,277400,130100,4243000,24,0,Rejected
AJB2538,2026-03-13,Kano,Male,Single,0,Graduate,Salaried,Renovation,258900,0,1872000,180,1,Approved
AJB2701,2026-02-06,Rural North,Female,Single,0,Graduate,Salaried,Construction,167400,58500,1994000,120,1,Approved
AJB2873,2026-05-07,Lagos,Male,Single,2,Not Graduate,Salaried,Purchase,305100,0,3666000,12,1,Approved
AJB2790,2025-07-05,Rural North,Female,Married,0,Graduate,Salaried,Land Acquisition,161100,0,1870000,12,1,Approved
AJB2689,2025-01-28,Rural North,Male,Married,2,Graduate,Salaried,Renovation,239400,60700,2520000,180,1,Approved
AJB2751,2025-08-25,Ibadan,Female,Single,0,Graduate,Self-Employed,Renovation,165900,0,821000,360,1,Rejected
AJB2612,2025-02-18,Lagos,Male,Married,3+,Graduate,Self-Employed,Purchase,413400,88700,9311000,120,1,Approved
AJB2683,2025-05-28,Lagos,Male,Married,0,Not Graduate,Salaried,Purchase,235700,111900,6603000,240,1,Approved
AJB2652,2025-01-08,Ibadan,Male,Married,0,Graduate,Self-Employed,Renovation,195000,0,1047000,240,1,Approved
AJB2812,2026-02-21,Abuja,Male,Single,1,Graduate,Self-Employed,Purchase,92100,0,820000,180,0,Approved
AJB2825,2025-03-03,Rural North,Male,Married,1,Graduate,Salaried,Construction,231900,129200,6844000,240,0,Rejected
AJB2691,2025-08-31,Kano,Male,Married,2,Not Graduate,Salaried,Construction,198200,119300,3715000,240,0,Rejected
AJB2544,2025-03-28,Rural North,Female,Married,0,Graduate,Salaried,Renovation,255100,63300,1694000,180,1,Approved
AJB2775,2025-08-28,Lagos,Male,Married,0,Graduate,Self-Employed,Renovation,180400,79700,993000,60,1,Approved
AJB2506,2025-12-05,Port Harcourt,Female,Married,1,Graduate,Self-Employed,Renovation,176500,138000,2157000,60,1,Approved
AJB2750,2025-11-19,Port Harcourt,Male,Married,1,Not Graduate,Salaried,Land Acquisition,235500,138200,4135000,24,0,Approved
AJB2811,2026-06-24,Lagos,Male,Single,0,Graduate,Salaried,Purchase,319600,54900,4505000,120,1,Approved
AJB2575,2026-03-03,Port Harcourt,Male,Married,3+,Graduate,Self-Employed,Purchase,125000,77700,2601000,24,1,Rejected
AJB2500,2025-05-13,Rural North,Female,Married,2,Graduate,Self-Employed,Renovation,295300,47700,2183000,180,1,Approved
AJB2883,2026-01-01,Lagos,Male,Married,0,Graduate,Salaried,Purchase,233000,99800,5652000,36,1,Rejected
AJB2568,2026-01-04,Lagos,Male,Married,0,Graduate,Salaried,Renovation,340800,64000,1963000,240,1,Rejected
AJB2667,2025-01-25,Abuja,Female,Married,0,Graduate,Salaried,Purchase,222900,122700,4481000,240,1,Approved
AJB2718,2025-01-24,Rural North,Female,Married,0,Not Graduate,Salaried,Construction,257200,85400,5255000,180,1,Approved
AJB2542,2026-05-13,Kano,Female,Single,1,Graduate,Salaried,Purchase,325300,0,3981000,120,1,Approved
AJB2866,2025-05-15,Lagos,Female,Married,2,Graduate,Self-Employed,Renovation,240100,0,1517000,180,1,Approved
AJB2845,2025-05-19,Lagos,Female,Married,0,Graduate,Self-Employed,Construction,451600,74500,8539000,240,1,Approved
AJB2572,2025-01-04,Lagos,Female,Married,3+,Graduate,Self-Employed,Construction,224700,0,2328000,180,1,Approved
AJB2523,2025-06-09,Lagos,Female,Married,1,Graduate,Salaried,Purchase,106800,0,1086000,180,1,Approved
AJB2685,2026-06-20,Lagos,Male,Single,3+,Graduate,Self-Employed,Renovation,337200,0,2840000,120,1,Approved
AJB2848,2025-03-31,Lagos,Male,Single,1,Graduate,Salaried,Renovation,138700,0,673000,120,1,Rejected
AJB2603,2025-05-21,Rural North,Female,Married,1,Graduate,Salaried,Construction,296700,0,5384000,240,1,Approved
AJB2711,2025-05-20,Port Harcourt,Male,Single,1,Not Graduate,Salaried,Construction,301800,0,2195000,360,0,Rejected
AJB2567,2026-06-20,Rural North,Male,Single,2,Not Graduate,Salaried,Renovation,227600,0,2001000,360,0,Rejected
AJB2525,2025-06-03,Abuja,Male,Single,0,Not Graduate,Self-Employed,Construction,318700,0,3774000,60,1,Approved
AJB2696,2026-05-26,Lagos,Male,Single,1,Graduate,Salaried,Purchase,167100,0,1552000,24,1,Approved
AJB2675,2025-06-13,Kano,Male,Married,1,Graduate,Salaried,Renovation,63500,0,462000,180,1,Approved
