Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Sales,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
857-67-9057,Wuse,Abuja,Normal,Male,Electronic accessories,2295.00,10,1147.50,24097.50,2/6/2019,7:20:00 PM,Ewallet,22950.00,4.761904762,1147.50,8.2
423-57-2993,Wuse,Abuja,Normal,Male,Sports and travel,9339.00,6,2801.70,58835.70,3/27/2019,7:18:00 PM,Ewallet,56034.00,4.761904762,2801.70,10.0
898-04-2717,Ikeja,Lagos,Normal,Male,Fashion accessories,7640.00,9,3438.00,72198.00,3/19/2019,3:49:00 PM,Ewallet,68760.00,4.761904762,3438.00,7.5
744-16-7898,Wuse,Abuja,Normal,Female,Home and lifestyle,9737.00,10,4868.50,102238.50,1/15/2019,1:48:00 PM,Credit card,97370.00,4.761904762,4868.50,4.9
376-02-8238,Wuse,Abuja,Normal,Male,Home and lifestyle,9387.00,8,3754.80,78850.80,2/2/2019,6:42:00 PM,Credit card,75096.00,4.761904762,3754.80,8.3
308-39-1707,Ikeja,Lagos,Normal,Female,Fashion accessories,1209.00,1,60.45,1269.45,26-01-2019,6:19:00 PM,Credit card,1209.00,4.761904762,60.45,8.2
767-05-1286,Trans-Amadi,Port Harcourt,Member,Female,Home and lifestyle,8377.00,6,2513.10,52775.10,1/23/2019,12:10:00 PM,Ewallet,50262.00,4.761904762,2513.10,5.4
501-61-1753,Wuse,Abuja,Normal,Female,Home and lifestyle,6315.00,6,1894.50,39784.50,1/3/2019,8:24:00 PM,Ewallet,37890.00,4.761904762,1894.50,9.8
241-11-2261,Wuse,Abuja,Normal,Female,Fashion accessories,7986.00,7,2795.10,58697.10,1/10/2019,10:33:00 AM,Credit card,55902.00,4.761904762,2795.10,5.5
340-66-0321,Ikeja,Lagos,Member,Male,Electronic accessories,3636.00,4,727.20,15271.20,3/25/2019,1:07:00 PM,Cash,14544.00,4.761904762,727.20,7.6
152-68-2907,Ikeja,Lagos,Normal,Male,Food and beverages,5220.00,3,783.00,16443.00,2/15/2019,1:30:00 PM,Credit card,15660.00,4.761904762,783.00,9.5
716-39-1409,Wuse,Abuja,Member,Female,Health and beauty,3035.00,7,1062.25,22307.25,3/19/2019,6:19:00 PM,Cash,21245.00,4.761904762,1062.25,8.0
289-65-5721,Wuse,Abuja,Normal,Female,Fashion accessories,8137.00,2,813.70,17087.70,1/26/2019,7:28:00 PM,Cash,16274.00,4.761904762,813.70,6.5
430-02-3888,Wuse,Abuja,Normal,Male,Electronic accessories,4602.00,6,1380.60,28992.60,2/7/2019,3:55:00 PM,Cash,27612.00,4.761904762,1380.60,7.1
870-54-3162,Ikeja,Lagos,Member,Female,Sports and travel,3225.00,5,806.25,16931.25,1/27/2019,1:26:00 PM,Cash,16125.00,4.761904762,806.25,9.0
875-46-5808,Wuse,Abuja,Member,Male,Health and beauty,2590.00,10,1295.00,27195.00,2/6/2019,2:51:00 PM,Ewallet,25900.00,4.761904762,1295.00,8.7
778-89-7974,Trans-Amadi,Port Harcourt,Normal,Male,Health and beauty,7021.00,6,2106.30,44232.30,3/30/2019,2:58:00 PM,Cash,42126.00,4.761904762,2106.30,7.4
115-99-4379,Wuse,Abuja,Member,Female,Fashion accessories,5473.00,7,1915.55,40226.55,3/14/2019,7:02:00 PM,Credit card,38311.00,4.761904762,1915.55,8.5
635-40-6220,Ikeja,Lagos,Member,Female,Health and beauty,8960.00,8,3584.00,75264.00,2/7/2019,11:28:00 AM,Ewallet,71680.00,4.761904762,3584.00,6.6
647-50-1224,Ikeja,Lagos,Normal,Female,FASHION ACCESSORIES   ,2942.00,10,1471.00,30891.00,1/12/2019,4:23:00 PM,Ewallet,29420.00,4.761904762,1471.00,8.9
764-44-8999,Wuse,Abuja,Normal,Female,Health and beauty,1476.00,2,147.60,3099.60,2/18/2019,2:42:00 PM,Ewallet,2952.00,4.761904762,147.60,4.3
157-13-5295,Ikeja,Lagos,Member,Male,Health and beauty,5194.00,10,2597.00,54537.00,3/9/2019,6:24:00 PM,Ewallet,51940.00,4.761904762,2597.00,6.5
320-49-6392,Trans-Amadi,Port Harcourt,Normal,Female,Electronic accessories,3024.00,1,151.20,3175.20,04-03-2019,3:44:00 PM,Cash,3024.00,4.761904762,151.20,8.4
534-53-3526,Ikeja,Lagos,Normal,Female,Sports and travel,9476.00,4,1895.20,39799.20,2/11/2019,4:06:00 PM,Ewallet,37904.00,4.761904762,1895.20,7.8
702-83-5291,Trans-Amadi,Port Harcourt,Member,Male,Fashion accessories,9982.00,9,4491.90,94329.90,27-03-2019,10:43:00 AM,Cash,89838.00,4.761904762,4491.90,6.6
446-47-6729,Trans-Amadi,Port Harcourt,Normal,Male,Fashion accessories,9982.00,2,998.20,20962.20,1/2/2019,6:09:00 PM,Credit card,19964.00,4.761904762,998.20,6.7
278-86-2735,Ikeja,Lagos,Normal,Female,Food and beverages,5234.00,3,785.10,16487.10,3/27/2019,2:03:00 PM,Cash,15702.00,4.761904762,785.10,9.2
457-12-0244,Trans-Amadi,Port Harcourt,Member,Female,Sports and travel,3522.00,6,1056.60,22188.60,3/14/2019,1:49:00 PM,Ewallet,21132.00,4.761904762,1056.60,6.5
779-06-0012,Trans-Amadi,Port Harcourt,Member,Female,Home and lifestyle,8861.00,1,443.05,9304.05,1/19/2019,10:21:00 AM,Cash,8861.00,4.761904762,443.05,7.7
749-81-8133,Ikeja,Lagos,Normal,Female,Fashion accessories,9467.00,4,1893.40,39761.40,3/11/2019,12:04:00 PM,Cash,37868.00,4.761904762,1893.40,6.8
670-79-6321,Wuse,Abuja,Member,Female,Home and lifestyle,9459.00,7,3310.65,69523.65,1/17/2019,3:27:00 PM,Credit card,66213.00,4.761904762,3310.65,4.9
658-66-3967,Trans-Amadi,Port Harcourt,Normal,Male,Health and beauty,5319.00,7,1861.65,39094.65,1/14/2019,3:42:00 PM,Ewallet,37233.00,4.761904762,1861.65,5.0
470-32-9057,Ikeja,Lagos,Member,Male,Food and beverages,5134.00,5,1283.50,26953.50,3/28/2019,3:31:00 PM,Credit card,25670.00,4.761904762,1283.50,9.1
269-10-8440,Ikeja,Lagos,Member,Male,Health and beauty,5317.00,7,1860.95,39079.95,1/21/2019,6:01:00 PM,Cash,37219.00,4.761904762,1860.95,8.9
241-72-9525,Wuse,Abuja,Normal,Female,Sports and travel,5191.00,10,2595.50,54505.50,2/16/2019,12:21:00 PM,Cash,51910.00,4.761904762,2595.50,8.2
151-16-1484,Ikeja,Lagos,Member,Male,Electronic accessories,3225.00,4,645.00,13545.00,2/13/2019,12:38:00 PM,Ewallet,12900.00,4.761904762,645.00,6.5
314-23-4520,Trans-Amadi,Port Harcourt,Member,Male,Health and beauty,8123.00,7,2843.05,59704.05,1/15/2019,8:44:00 PM,Cash,56861.00,4.761904762,2843.05,9.0
746-04-1077,Wuse,Abuja,Member,Female,Food and beverages,8463.00,10,4231.50,88861.50,1/1/2019,11:36:00 AM,Credit card,84630.00,4.761904762,4231.50,9.0
421-95-9805,Ikeja,Lagos,Normal,Female,Electronic accessories,2896.00,1,144.80,3040.80,2/7/2019,10:18:00 AM,Credit card,2896.00,4.761904762,144.80,6.2
322-02-2271,Wuse,Abuja,Normal,Female,Sports and travel,4297.00,3,644.55,13535.55,2/3/2019,11:46:00 AM,Cash,12891.00,4.761904762,644.55,9.3
250-81-7186,Trans-Amadi,Port Harcourt,Normal,Female,Electronic accessories,9969.00,1,498.45,10467.45,2/27/2019,10:23:00 AM,Credit card,9969.00,4.761904762,498.45,8.0
192-98-7397,Trans-Amadi,Port Harcourt,Normal,Male,Fashion accessories,1278.00,1,63.90,1341.90,1/8/2019,2:11:00 PM,Ewallet,1278.00,4.761904762,63.90,9.5
786-94-2700,Ikeja,Lagos,Member,Male,Food and beverages,8062.00,6,2418.60,50790.60,2/28/2019,8:18:00 PM,Cash,48372.00,4.761904762,2418.60,9.1
443-59-0061,Ikeja,Lagos,Member,Male,Food and beverages,6745.00,10,3372.50,70822.50,2/3/2019,11:25:00 AM,Ewallet,67450.00,4.761904762,3372.50,4.2
886-18-2897,Ikeja,Lagos,Normal,Female,Food and beverages,5656.00,5,1414.00,29694.00,3/22/2019,7:06:00 PM,Credit card,28280.00,4.761904762,1414.00,4.5
751-15-6198,Wuse,Abuja,Normal,Male,Sports and travel,2301.00,6,690.30,14496.30,1/12/2019,4:45:00 PM,Ewallet,13806.00,4.761904762,690.30,7.9
301-81-8610,Wuse,Abuja,Member,Male,Fashion accessories,2542.00,8,1016.80,21352.80,3/19/2019,7:42:00 PM,Credit card,20336.00,4.761904762,1016.80,6.7
545-07-8534,Trans-Amadi,Port Harcourt,Normal,Female,Health and beauty,5832.00,2,583.20,12247.20,2/14/2019,12:42:00 PM,Ewallet,11664.00,4.761904762,583.20,6.0
659-65-8956,Wuse,Abuja,Member,Female,Fashion accessories,5136.00,1,256.80,5392.80,1/16/2019,3:26:00 PM,Ewallet,5136.00,4.761904762,256.80,5.2
662-72-2873,Ikeja,Lagos,Normal,Female,FOOD AND BEVERAGES   ,4094.00,5,1023.50,21493.50,1/6/2019,1:58:00 PM,Ewallet,20470.00,4.761904762,1023.50,9.9
431-66-2305,Wuse,Abuja,Normal,Female,Electronic accessories,8825.00,9,3971.25,83396.25,2/15/2019,8:51:00 PM,Credit card,79425.00,4.761904762,3971.25,7.6
137-63-5492,Trans-Amadi,Port Harcourt,Normal,Male,Electronic accessories,5876.00,10,2938.00,61698.00,29-01-2019,2:26:00 PM,Ewallet,58760.00,4.761904762,2938.00,9.0
726-29-6793,Ikeja,Lagos,Member,Male,Electronic accessories,2418.00,8,967.20,20311.20,1/28/2019,8:54:00 PM,Ewallet,19344.00,4.761904762,967.20,9.8
154-87-7367,Trans-Amadi,Port Harcourt,Normal,Male,Home and lifestyle,6526.00,8,2610.40,54818.40,3/15/2019,2:04:00 PM,Ewallet,52208.00,4.761904762,2610.40,6.3
541-89-9860,Trans-Amadi,Port Harcourt,Member,Female,Fashion accessories,8048.00,3,1207.20,25351.20,2/15/2019,12:31:00 PM,Cash,24144.00,4.761904762,1207.20,8.1
124-31-1458,Ikeja,Lagos,Member,Female,Electronic accessories,7959.00,3,1193.85,25070.85,1/8/2019,2:30:00 PM,Cash,23877.00,4.761904762,1193.85,6.6
627-95-3243,Wuse,Abuja,Member,Female,Home and lifestyle,7768.00,9,3495.60,73407.60,2/4/2019,1:21:00 PM,Ewallet,69912.00,4.761904762,3495.60,9.8
505-02-0892,Wuse,Abuja,Member,Male,Health and beauty,4257.00,8,1702.80,35758.80,2/25/2019,2:12:00 PM,Ewallet,34056.00,4.761904762,1702.80,5.6
280-35-5823,Wuse,Abuja,Member,Female,Home and lifestyle,8672.00,1,433.60,9105.60,1/17/2019,6:45:00 PM,Ewallet,8672.00,4.761904762,433.60,7.9
211-05-0490,Trans-Amadi,Port Harcourt,Member,Female,ELECTRONIC ACCESSORIES   ,5192.00,5,1298.00,27258.00,3/3/2019,1:42:00 PM,Cash,25960.00,4.761904762,1298.00,7.5
316-66-3011,Ikeja,Lagos,Member,Female,Food and beverages,4763.00,9,2143.35,45010.35,1/23/2019,12:35:00 PM,Cash,42867.00,4.761904762,2143.35,5.0
399-69-4630,Trans-Amadi,Port Harcourt,Normal,Male,Electronic accessories,2221.00,6,666.30,13992.30,3/7/2019,10:23:00 AM,Credit card,13326.00,4.761904762,666.30,8.6
859-71-0933,Trans-Amadi,Port Harcourt,Member,Female,Sports and travel,1549.00,2,154.90,3252.90,1/16/2019,3:10:00 PM,Cash,3098.00,4.761904762,154.90,6.3
604-70-6476,Ikeja,Lagos,Member,Male,Fashion accessories,1794.00,5,448.50,9418.50,1/23/2019,2:04:00 PM,Ewallet,8970.00,4.761904762,448.50,6.8
655-07-2265,Ikeja,Lagos,Normal,Male,Electronic accessories,7831.00,3,1174.65,24667.65,3/5/2019,4:38:00 PM,Ewallet,23493.00,4.761904762,1174.65,5.4
700-81-1757,Ikeja,Lagos,Normal,Female,Electronic accessories,2631.00,5,657.75,13812.75,18-01-2019,8:59:00 PM,Credit card,13155.00,4.761904762,657.75,8.8
420-11-4919,Trans-Amadi,Port Harcourt,Member,Female,Food and beverages,7139.00,5,1784.75,37479.75,2/17/2019,7:57:00 PM,Credit card,35695.00,4.761904762,1784.75,5.5
848-24-9445,Trans-Amadi,Port Harcourt,Member,Male,Health and beauty,4370.00,2,437.00,9177.00,3/26/2019,6:03:00 PM,Cash,8740.00,4.761904762,437.00,4.9
364-34-2972,Trans-Amadi,Port Harcourt,Member,Male,Electronic accessories,9682.00,3,1452.30,30498.30,3/30/2019,8:37:00 PM,Cash,29046.00,4.761904762,1452.30,6.7
796-12-2025,Trans-Amadi,Port Harcourt,Member,Female,FASHION ACCESSORIES   ,6212.00,10,3106.00,65226.00,2/11/2019,4:19:00 PM,Cash,62120.00,4.761904762,3106.00,5.9
101-17-6199,Ikeja,Lagos,Normal,Male,Food and beverages,4579.00,7,1602.65,33655.65,3/13/2019,7:44:00 PM,Credit card,32053.00,4.761904762,1602.65,7.0
214-17-6927,Trans-Amadi,Port Harcourt,Normal,Female,Food and beverages,1648.00,6,494.40,10382.40,2/7/2019,6:23:00 PM,Ewallet,9888.00,4.761904762,494.40,9.9
641-62-7288,Wuse,Abuja,Normal,Male,Home and lifestyle,9992.00,6,2997.60,62949.60,3/24/2019,1:33:00 PM,Ewallet,59952.00,4.761904762,2997.60,7.1
291-55-6563,Ikeja,Lagos,Member,Female,Home and lifestyle,3442.00,6,1032.60,21684.60,3/30/2019,12:45:00 PM,Ewallet,20652.00,4.761904762,1032.60,7.5
866-99-7614,Trans-Amadi,Port Harcourt,Normal,Male,Food and beverages,8920.00,10,4460.00,93660.00,2/11/2019,3:42:00 PM,Credit card,89200.00,4.761904762,4460.00,4.4
210-57-1719,Wuse,Abuja,Normal,Female,Health and beauty,5824.00,9,2620.80,55036.80,05-02-2019,12:34:00 PM,Cash,52416.00,4.761904762,2620.80,9.7
468-99-7231,Trans-Amadi,Port Harcourt,Normal,Female,Home and lifestyle,4401.00,8,1760.40,36968.40,3/3/2019,5:36:00 PM,Cash,35208.00,4.761904762,1760.40,8.8
466-61-5506,Wuse,Abuja,Member,Female,Electronic accessories,9070.00,6,2721.00,57141.00,2/26/2019,10:52:00 AM,Cash,54420.00,4.761904762,2721.00,5.3
607-65-2441,Trans-Amadi,Port Harcourt,Member,Male,HEALTH AND BEAUTY   ,8195.00,10,4097.50,86047.50,3/10/2019,12:39:00 PM,Credit card,81950.00,4.761904762,4097.50,6.0
272-65-1806,Ikeja,Lagos,Member,Female,ELECTRONIC ACCESSORIES   ,6088.00,9,2739.60,57531.60,1/15/2019,5:17:00 PM,Ewallet,54792.00,4.761904762,2739.60,4.7
120-54-2248,Wuse,Abuja,Normal,Female,Food and beverages,2886.00,5,721.50,15151.50,1/22/2019,6:08:00 PM,Credit card,14430.00,4.761904762,721.50,8.0
196-01-2849,Trans-Amadi,Port Harcourt,Member,Female,Fashion accessories,7338.00,7,2568.30,53934.30,2/10/2019,1:56:00 PM,Cash,51366.00,4.761904762,2568.30,9.5
584-86-7256,Trans-Amadi,Port Harcourt,Member,Male,Sports and travel,3456.00,7,1209.60,25401.60,3/11/2019,4:07:00 PM,Credit card,24192.00,4.761904762,1209.60,7.3
608-05-3804,Wuse,Abuja,Member,Male,Electronic accessories,3975.00,1,198.75,4173.75,2/25/2019,8:19:00 PM,Cash,3975.00,4.761904762,198.75,6.1
360-39-5055,Trans-Amadi,Port Harcourt,Member,Female,Sports and travel,4891.00,5,1222.75,25677.75,3/9/2019,10:17:00 AM,Cash,24455.00,4.761904762,1222.75,6.6
715-20-1673,Wuse,Abuja,Normal,Male,Electronic accessories,2838.00,5,709.50,14899.50,3/6/2019,8:57:00 PM,Cash,14190.00,4.761904762,709.50,9.4
563-47-4072,Wuse,Abuja,Normal,Female,Health and beauty,5581.00,6,1674.30,35160.30,1/22/2019,11:52:00 AM,Cash,33486.00,4.761904762,1674.30,9.9
182-88-2763,Wuse,Abuja,Member,Male,Food and beverages,7991.00,3,1198.65,25171.65,3/20/2019,7:28:00 PM,Credit card,23973.00,4.761904762,1198.65,5.0
612-36-5536,Ikeja,Lagos,Member,Male,Food and beverages,8096.00,8,3238.40,68006.40,2/17/2019,11:12:00 AM,Credit card,64768.00,4.761904762,3238.40,7.4
336-78-2147,Trans-Amadi,Port Harcourt,Member,Female,Home and lifestyle,6391.00,8,2556.40,53684.40,3/13/2019,7:52:00 PM,Credit card,51128.00,4.761904762,2556.40,4.6
731-14-2199,Ikeja,Lagos,Member,Female,Home and lifestyle,3554.00,10,1777.00,37317.00,1/4/2019,1:34:00 PM,Ewallet,35540.00,4.761904762,1777.00,7.0
870-76-1733,Ikeja,Lagos,Member,Female,Food and beverages,1423.00,5,355.75,7470.75,2/1/2019,10:08:00 AM,Credit card,7115.00,4.761904762,355.75,4.4
122-61-9553,Trans-Amadi,Port Harcourt,Normal,Female,Electronic accessories,5132.00,9,2309.40,48497.40,3/14/2019,7:33:00 PM,Cash,46188.00,4.761904762,2309.40,5.6
588-01-7461,Trans-Amadi,Port Harcourt,Member,Female,Food and beverages,3398.00,9,1529.10,32111.10,24-03-2019,10:43:00 AM,Cash,30582.00,4.761904762,1529.10,4.2
856-66-2701,Ikeja,Lagos,Member,Male,Home and lifestyle,5330.00,3,799.50,16789.50,1/25/2019,2:19:00 PM,Ewallet,15990.00,4.761904762,799.50,7.5
837-55-7229,Wuse,Abuja,Normal,Female,Fashion accessories,4744.00,1,237.20,4981.20,2/22/2019,6:19:00 PM,Credit card,4744.00,4.761904762,237.20,6.8
558-60-5016,Ikeja,Lagos,Normal,Female,Home and lifestyle,3330.00,9,1498.50,31468.50,3/4/2019,3:27:00 PM,Ewallet,29970.00,4.761904762,1498.50,7.2
242-11-3142,Wuse,Abuja,Member,Male,Fashion accessories,8377.00,2,837.70,17591.70,2/24/2019,7:57:00 PM,Cash,16754.00,4.761904762,837.70,4.6
756-49-0168,Ikeja,Lagos,Member,Male,Fashion accessories,1970.00,1,98.50,2068.50,2/8/2019,11:39:00 AM,Ewallet,1970.00,4.761904762,98.50,9.5
648-83-1321,Ikeja,Lagos,Member,Male,Home and lifestyle,6356.00,10,3178.00,66738.00,1/16/2019,5:59:00 PM,Cash,63560.00,4.761904762,3178.00,4.3
266-76-6436,Trans-Amadi,Port Harcourt,Member,Female,Food and beverages,3860.00,3,579.00,12159.00,3/28/2019,1:57:00 PM,Ewallet,11580.00,4.761904762,579.00,7.5
388-76-2555,Wuse,Abuja,Normal,Male,Sports and travel,1369.00,6,410.70,8624.70,2/13/2019,1:59:00 PM,Cash,8214.00,4.761904762,410.70,6.3
607-76-6216,Trans-Amadi,Port Harcourt,Member,Female,Fashion accessories,9249.00,5,2312.25,48557.25,3/2/2019,4:35:00 PM,Credit card,46245.00,4.761904762,2312.25,8.6
130-67-4723,Ikeja,Lagos,Member,Male,Food and beverages,4850.00,6,1455.00,30555.00,1/11/2019,1:57:00 PM,Ewallet,29100.00,4.761904762,1455.00,9.4
380-60-5336,Ikeja,Lagos,Normal,Female,ELECTRONIC ACCESSORIES   ,4026.00,10,2013.00,42273.00,2/24/2019,6:06:00 PM,Credit card,40260.00,4.761904762,2013.00,5.0
303-96-2227,Wuse,Abuja,Normal,Female,Home and lifestyle,9738.00,10,4869.00,102249.00,3/2/2019,5:16:00 PM,Ewallet,97380.00,4.761904762,4869.00,4.4
880-35-0356,Ikeja,Lagos,Member,Female,Sports and travel,7520.00,3,1128.00,23688.00,05-02-2019,11:51:00 AM,Ewallet,22560.00,4.761904762,1128.00,4.8
585-90-0249,Ikeja,Lagos,Member,Male,ELECTRONIC ACCESSORIES   ,7326.00,1,366.30,7692.30,1/27/2019,6:08:00 PM,Ewallet,7326.00,4.761904762,366.30,9.7
394-41-0748,Trans-Amadi,Port Harcourt,Member,Female,FASHION ACCESSORIES   ,5407.00,9,2433.15,51096.15,27-01-2019,2:55:00 PM,Ewallet,48663.00,4.761904762,2433.15,9.5
150-89-8043,Ikeja,Lagos,Normal,Male,Sports and travel,4465.00,3,669.75,14064.75,2/14/2019,3:04:00 PM,Cash,13395.00,4.761904762,669.75,6.2
407-63-8975,Ikeja,Lagos,Normal,Male,Food and beverages,7388.00,6,2216.40,46544.40,3/23/2019,7:16:00 PM,Ewallet,44328.00,4.761904762,2216.40,4.4
816-57-2053,Ikeja,Lagos,Normal,Male,Sports and travel,6087.00,2,608.70,12782.70,3/9/2019,12:37:00 PM,Ewallet,12174.00,4.761904762,608.70,8.7
334-64-2006,Ikeja,Lagos,Member,Female,Home and lifestyle,7032.00,2,703.20,14767.20,3/24/2019,2:22:00 PM,Ewallet,14064.00,4.761904762,703.20,9.6
794-42-3736,Wuse,Abuja,Normal,Male,Food and beverages,3333.00,2,333.30,6999.30,1/26/2019,2:41:00 PM,Credit card,6666.00,4.761904762,333.30,6.4
416-13-5917,Trans-Amadi,Port Harcourt,Normal,Female,FOOD AND BEVERAGES   ,9703.00,5,2425.75,50940.75,1/30/2019,4:24:00 PM,Ewallet,48515.00,4.761904762,2425.75,9.3
759-29-9521,Ikeja,Lagos,Member,Female,Fashion accessories,4896.00,9,2203.20,46267.20,3/4/2019,11:27:00 AM,Cash,44064.00,4.761904762,2203.20,8.0
575-30-8091,Ikeja,Lagos,Normal,Female,Sports and travel,7250.00,8,2900.00,60900.00,3/16/2019,7:25:00 PM,Ewallet,58000.00,4.761904762,2900.00,9.2
737-88-5876,Ikeja,Lagos,Member,Male,Home and lifestyle,2329.00,4,465.80,9781.80,3/19/2019,11:52:00 AM,Credit card,9316.00,4.761904762,465.80,5.9
176-78-1170,Trans-Amadi,Port Harcourt,Member,Male,Health and beauty,3381.00,3,507.15,10650.15,1/26/2019,3:11:00 PM,Ewallet,10143.00,4.761904762,507.15,7.3
636-98-3364,Wuse,Abuja,Member,Female,ELECTRONIC ACCESSORIES   ,2626.00,3,393.90,8271.90,3/2/2019,12:36:00 PM,Ewallet,7878.00,4.761904762,393.90,6.3
315-22-5665,Trans-Amadi,Port Harcourt,Member,Female,HOME AND LIFESTYLE   ,7356.00,10,3678.00,77238.00,2/24/2019,11:38:00 AM,Ewallet,73560.00,4.761904762,3678.00,8.0
605-03-2706,Ikeja,Lagos,Normal,Female,Health and beauty,1580.00,3,237.00,4977.00,3/25/2019,6:02:00 PM,Cash,4740.00,4.761904762,237.00,9.5
852-62-7105,Wuse,Abuja,Normal,Female,Fashion accessories,8325.00,10,4162.50,87412.50,1/12/2019,11:25:00 AM,Credit card,83250.00,4.761904762,4162.50,4.4
271-77-8740,Trans-Amadi,Port Harcourt,Member,Female,Sports and travel,2922.00,6,876.60,18408.60,1/1/2019,11:40:00 AM,Ewallet,17532.00,4.761904762,876.60,5.0
750-57-9686,Trans-Amadi,Port Harcourt,Normal,Female,Home and lifestyle,4538.00,4,907.60,19059.60,1/8/2019,1:48:00 PM,Credit card,18152.00,4.761904762,907.60,8.7
438-01-4015,Wuse,Abuja,Member,Female,Sports and travel,4949.00,4,989.80,20785.80,3/21/2019,3:25:00 PM,Ewallet,19796.00,4.761904762,989.80,6.6
556-72-8512,Trans-Amadi,Port Harcourt,Normal,Male,Home and lifestyle,2296.00,1,114.80,2410.80,1/30/2019,8:47:00 PM,Cash,2296.00,4.761904762,114.80,4.3
679-22-6530,Wuse,Abuja,Normal,Female,SPORTS AND TRAVEL   ,4062.00,2,406.20,8530.20,17-01-2019,10:01:00 AM,Credit card,8124.00,4.761904762,406.20,4.1
195-06-0432,Ikeja,Lagos,Member,Male,Home and lifestyle,8101.00,3,1215.15,25518.15,1/13/2019,12:55:00 PM,Credit card,24303.00,4.761904762,1215.15,9.3
503-21-4385,Wuse,Abuja,Member,Male,Health and beauty,3991.00,3,598.65,12571.65,2/21/2019,12:40:00 PM,Ewallet,11973.00,4.761904762,598.65,9.3
134-75-2619,Ikeja,Lagos,Member,Male,Electronic accessories,1932.00,-7,676.20,14200.20,3/25/2019,6:51:00 PM,Cash,13524.00,4.761904762,676.20,6.9
218-59-9410,Ikeja,Lagos,Member,Female,Home and lifestyle,7242.00,3,1086.30,22812.30,3/29/2019,4:54:00 PM,Ewallet,21726.00,4.761904762,1086.30,8.2
342-65-4817,Trans-Amadi,Port Harcourt,Member,Male,Health and beauty,8680.00,3,1302.00,27342.00,1/28/2019,4:47:00 PM,Ewallet,26040.00,4.761904762,1302.00,9.9
288-62-1085,Ikeja,Lagos,Member,Male,Fashion accessories,3854.00,5,963.50,20233.50,1/9/2019,1:34:00 PM,Ewallet,19270.00,4.761904762,963.50,5.6
354-25-5821,Wuse,Abuja,Member,Female,Sports and travel,6912.00,6,2073.60,43545.60,2/8/2019,1:03:00 PM,Cash,41472.00,4.761904762,2073.60,5.6
283-79-9594,Wuse,Abuja,Normal,Female,Food and beverages,4851.00,7,1697.85,35654.85,1/25/2019,1:30:00 PM,Credit card,33957.00,4.761904762,1697.85,5.2
233-67-5758,Trans-Amadi,Port Harcourt,Normal,Male,Health and beauty,4035.00,1,201.75,4236.75,1/29/2019,1:46:00 PM,Ewallet,4035.00,4.761904762,201.75,6.2
787-15-1757,Trans-Amadi,Port Harcourt,Member,Male,Health and beauty,4407.00,4,881.40,18509.40,2/18/2019,4:28:00 PM,Ewallet,17628.00,4.761904762,881.40,8.4
213-32-1216,Ikeja,Lagos,Normal,Female,Electronic accessories,6606.00,6,1981.80,41617.80,1/23/2019,10:28:00 AM,Cash,39636.00,4.761904762,1981.80,7.3
443-60-9639,Trans-Amadi,Port Harcourt,Member,Female,Home and lifestyle,6087.00,1,304.35,6391.35,1/24/2019,1:24:00 PM,Cash,6087.00,4.761904762,304.35,5.5
598-47-9715,Trans-Amadi,Port Harcourt,Normal,Male,Electronic accessories,8407.00,4,1681.40,35309.40,3/7/2019,4:54:00 PM,Ewallet,33628.00,4.761904762,1681.40,4.4
483-71-1164,Trans-Amadi,Port Harcourt,Normal,Female,Health and beauty,8130.00,6,2439.00,51219.00,3/8/2019,4:43:00 PM,Ewallet,48780.00,4.761904762,2439.00,5.3
616-24-2851,Wuse,Abuja,Member,Female,Fashion accessories,1787.00,4,357.40,7505.40,3/22/2019,2:42:00 PM,Ewallet,7148.00,4.761904762,357.40,6.5
380-94-4661,Trans-Amadi,Port Harcourt,Member,Male,Electronic accessories,6594.00,4,1318.80,27694.80,07-02-2019,1:05:00 PM,Credit card,26376.00,4.761904762,1318.80,6.9
889-04-9723,Wuse,Abuja,Member,Female,FOOD AND BEVERAGES   ,8914.00,4,1782.80,37438.80,07-01-2019,12:20:00 PM,Credit card,35656.00,4.761904762,1782.80,7.8
406-46-7107,Ikeja,Lagos,Normal,Female,Home and lifestyle,9652.00,6,2895.60,60807.60,1/11/2019,11:52:00 AM,Cash,57912.00,4.761904762,2895.60,4.5
284-54-4231,Trans-Amadi,Port Harcourt,Member,Male,Sports and travel,8093.00,1,404.65,8497.65,1/19/2019,4:08:00 PM,Credit card,8093.00,4.761904762,404.65,9.0
701-69-8742,Wuse,Abuja,Normal,Male,Sports and travel,3437.00,10,1718.50,36088.50,3/16/2019,10:11:00 AM,Ewallet,34370.00,4.761904762,1718.50,6.7
549-84-7482,Wuse,Abuja,Member,Female,Sports and travel,9028.00,9,4062.60,85314.60,2/8/2019,11:15:00 AM,Ewallet,81252.00,4.761904762,4062.60,7.2
674-15-9296,Ikeja,Lagos,Normal,Male,Sports and travel,3714.00,5,928.50,19498.50,1/8/2019,1:05:00 PM,Ewallet,18570.00,4.761904762,928.50,5.0
656-16-1063,Wuse,Abuja,Normal,Male,SPORTS AND TRAVEL   ,4642.00,3,696.30,14622.30,1/4/2019,1:24:00 PM,Credit card,13926.00,4.761904762,696.30,4.4
