Application_ID,Application_Date,Branch_Region,Gender,Marital_Status,Dependents,Education,Employment_Type,Loan_Purpose,Monthly_Income_NGN,Coapplicant_Income_NGN,Loan_Amount_NGN,Loan_Term_Months,Credit_History,Loan_Status,Total_Household_Income_NGN,Loan_To_Income_Ratio,Application_Year
TBM3369,2025-08-02,Jos,Male,Married,0,Not Graduate,Salaried,Renovation,165900,0,2088000.0,180.0,1.0,Approved,165900,12.59,2025
TBM3153,2025-07-03,Abuja,Female,Married,2,Graduate,Salaried,Purchase,201200,0,1402000.0,12.0,1.0,Approved,201200,6.97,2025
TBM3207,2024-11-22,Port Harcourt,Male,Married,1,Graduate,Salaried,Renovation,168700,78900,1683000.0,240.0,0.0,Approved,247600,6.8,2024
TBM3154,2026-04-20,Abuja,Male,Single,3+,Graduate,Self-Employed,Construction,103100,0,965000.0,120.0,1.0,Approved,103100,9.36,2026
TBM3323,2025-07-02,Ibadan,Female,Single,0,Not Graduate,Salaried,Construction,160000,115300,448000.0,12.0,1.0,Approved,275300,1.63,2025
TBM3305,2025-02-05,Ibadan,Male,Married,2,Not Graduate,Salaried,Purchase,262500,0,1516000.0,180.0,1.0,Approved,262500,5.78,2025
TBM3176,2026-05-21,Abuja,Male,Single,0,Graduate,Salaried,Construction,109800,0,2803000.0,180.0,0.0,Approved,109800,25.53,2026
TBM3348,2025-01-09,Jos,Female,Single,0,Graduate,Self-Employed,Purchase,97400,0,702000.0,240.0,1.0,Approved,97400,7.21,2025
TBM3339,2025-03-11,Ibadan,Male,Married,2,Not Graduate,Salaried,Renovation,269200,0,3063000.0,300.0,1.0,Approved,269200,11.38,2025
TBM3015,2025-12-22,Lagos,Male,Married,0,Not Graduate,Salaried,Construction,109700,97900,1906000.0,240.0,1.0,Approved,207600,9.18,2025
TBM3371,2025-11-26,Jos,Male,Single,1,Graduate,Self-Employed,Purchase,68500,0,300000.0,240.0,1.0,Approved,68500,4.38,2025
TBM3049,2025-05-07,Lagos,Female,Married,2,Not Graduate,Self-Employed,Purchase,144500,70600,3165000.0,120.0,1.0,Approved,215100,14.71,2025
TBM3017,2025-10-09,Lagos,Male,Married,0,Graduate,Salaried,Land Acquisition,226900,64900,2686000.0,360.0,1.0,Approved,291800,9.2,2025
TBM3075,2026-07-28,Lagos,Male,Single,0,Graduate,Self-Employed,Construction,237100,114200,3612000.0,240.0,1.0,Approved,351300,10.28,2026
TBM3274,2026-01-13,Kano,Male,Married,3+,Graduate,Salaried,Renovation,222400,0,1731000.0,12.0,1.0,Approved,222400,7.78,2026
TBM3134,2025-06-23,Abuja,Female,Single,0,Graduate,Salaried,Construction,276000,136300,1335000.0,300.0,1.0,Approved,412300,3.24,2025
TBM3373,2026-02-15,Jos,Not Stated,Married,1,Not Graduate,Self-Employed,Construction,140800,0,3378000.0,360.0,1.0,Rejected,140800,23.99,2026
TBM3203,2026-02-10,Port Harcourt,Male,Married,1,Graduate,Salaried,Purchase,171400,118800,2419000.0,240.0,0.0,Rejected,290200,8.34,2026
TBM3333,2024-11-20,Ibadan,Not Stated,Single,1,Graduate,Not Stated,Renovation,169400,57000,2382000.0,240.0,1.0,Approved,226400,10.52,2024
TBM3031,2024-12-18,Lagos,Male,Single,1,Graduate,Salaried,Renovation,158100,71000,1382000.0,180.0,1.0,Rejected,229100,6.03,2024
TBM3326,2025-11-24,Ibadan,Female,Married,0,Graduate,Salaried,Purchase,151700,0,1482000.0,120.0,1.0,Approved,151700,9.77,2025
TBM3267,2026-07-12,Kano,Female,Single,0,Graduate,Salaried,Renovation,154800,73800,300000.0,240.0,1.0,Approved,228600,1.31,2026
TBM3271,2025-02-20,Kano,Male,Single,1,Not Graduate,Salaried,Construction,127900,167200,708000.0,240.0,0.0,Approved,295100,2.4,2025
TBM3086,2025-11-11,Lagos,Male,Married,2,Graduate,Salaried,Renovation,334500,0,3536000.0,240.0,1.0,Approved,334500,10.57,2025
TBM3081,2026-02-06,Lagos,Female,Married,1,Graduate,Salaried,Construction,169400,0,1415000.0,300.0,0.0,Approved,169400,8.35,2026
TBM3002,2026-06-02,Lagos,Male,Married,0,Graduate,Salaried,Construction,176600,0,625000.0,360.0,1.0,Rejected,176600,3.54,2026
TBM3225,2026-05-17,Port Harcourt,Male,Married,1,Graduate,Salaried,Land Acquisition,156600,0,2343000.0,240.0,1.0,Approved,156600,14.96,2026
TBM3174,2026-04-04,Abuja,Male,Single,2,Graduate,Salaried,Renovation,143800,0,300000.0,120.0,1.0,Rejected,143800,2.09,2026
TBM3118,2026-07-25,Lagos,Female,Married,2,Graduate,Salaried,Renovation,215900,0,2580000.0,120.0,1.0,Approved,215900,11.95,2026
TBM3335,2026-05-18,Ibadan,Female,Married,1,Not Graduate,Salaried,Renovation,184000,53900,1290000.0,240.0,1.0,Rejected,237900,5.42,2026
TBM3133,2025-11-12,Abuja,Male,Single,3+,Not Graduate,Salaried,Construction,131500,53400,1941000.0,240.0,1.0,Rejected,184900,10.5,2025
TBM3300,2026-02-12,Ibadan,Female,Single,2,Graduate,Self-Employed,Renovation,237900,0,2248000.0,12.0,1.0,Approved,237900,9.45,2026
TBM3291,2024-12-23,Kano,Male,Married,0,Not Graduate,Salaried,Construction,166300,0,2217000.0,60.0,1.0,Rejected,166300,13.33,2024
TBM3009,2025-10-16,Lagos,Male,Single,2,Graduate,Salaried,Purchase,244300,58300,2734000.0,360.0,0.0,Approved,302600,9.04,2025
TBM3019,2025-07-27,Lagos,Male,Single,1,Graduate,Salaried,Construction,109900,231500,474000.0,180.0,0.0,Rejected,341400,1.39,2025
TBM3338,2026-06-11,Ibadan,Female,Single,2,Not Graduate,Self-Employed,Land Acquisition,90800,75900,300000.0,240.0,1.0,Approved,166700,1.8,2026
TBM3129,2025-08-25,Lagos,Male,Married,0,Graduate,Salaried,Land Acquisition,222300,40300,819000.0,12.0,1.0,Approved,262600,3.12,2025
TBM3189,2025-09-09,Abuja,Female,Married,0,Graduate,Salaried,Working Capital,412600,0,3388000.0,240.0,1.0,Approved,412600,8.21,2025
TBM3099,2025-10-03,Lagos,Female,Single,0,Graduate,Self-Employed,Renovation,247100,0,2017000.0,240.0,1.0,Approved,247100,8.16,2025
TBM3295,2025-04-07,Kano,Female,Single,0,Graduate,Self-Employed,Construction,76700,0,2809000.0,300.0,1.0,Approved,76700,36.62,2025
TBM3022,2026-01-12,Lagos,Male,Married,0,Graduate,Self-Employed,Renovation,134500,38400,2083000.0,240.0,1.0,Approved,172900,12.05,2026
TBM3194,2025-10-02,Abuja,Male,Married,1,Not Graduate,Salaried,Working Capital,263900,0,545000.0,360.0,0.0,Rejected,263900,2.07,2025
TBM3006,2025-07-19,Lagos,Male,Married,2,Graduate,Self-Employed,Construction,412000,0,2479000.0,60.0,1.0,Approved,412000,6.02,2025
TBM3324,2025-09-28,Ibadan,Female,Single,3+,Graduate,Salaried,Construction,123800,0,3560000.0,12.0,1.0,Approved,123800,28.76,2025
TBM3136,2025-07-10,Abuja,Male,Single,0,Graduate,Salaried,Renovation,294200,0,4354000.0,120.0,1.0,Approved,294200,14.8,2025
TBM3303,2026-05-16,Ibadan,Female,Married,0,Graduate,Salaried,Land Acquisition,280600,0,1101000.0,300.0,1.0,Approved,280600,3.92,2026
TBM3328,2026-05-16,Ibadan,Male,Married,0,Graduate,Salaried,Purchase,305900,0,1111000.0,120.0,1.0,Rejected,305900,3.63,2026
TBM3204,2025-03-24,Port Harcourt,Female,Married,0,Graduate,Salaried,Renovation,238800,0,1468000.0,180.0,1.0,Rejected,238800,6.15,2025
TBM3068,2026-03-12,Lagos,Female,Single,2,Graduate,Salaried,Renovation,161400,0,300000.0,300.0,1.0,Rejected,161400,1.86,2026
TBM3224,2026-04-07,Port Harcourt,Male,Married,2,Graduate,Salaried,Land Acquisition,133200,0,2945000.0,120.0,1.0,Approved,133200,22.11,2026
TBM3128,2025-09-23,Lagos,Male,Single,0,Graduate,Self-Employed,Construction,478600,91100,313000.0,300.0,0.0,Approved,569700,0.55,2025
TBM3144,2026-06-21,Abuja,Not Stated,Married,1,Graduate,Salaried,Construction,158700,0,1196000.0,240.0,1.0,Approved,158700,7.54,2026
TBM3140,2026-05-16,Abuja,Male,Married,3+,Not Graduate,Self-Employed,Purchase,371800,0,4254000.0,300.0,1.0,Approved,371800,11.44,2026
TBM3219,2025-09-17,Port Harcourt,Female,Married,1,Not Graduate,Salaried,Renovation,324100,104000,2325000.0,300.0,1.0,Rejected,428100,5.43,2025
TBM3304,2026-01-16,Ibadan,Female,Single,0,Graduate,Salaried,Purchase,200200,45800,2813000.0,360.0,1.0,Approved,246000,11.43,2026
TBM3158,2026-06-02,Abuja,Female,Single,1,Graduate,Salaried,Construction,230100,0,2110000.0,120.0,1.0,Approved,230100,9.17,2026
TBM3095,2026-06-03,Lagos,Male,Single,3+,Graduate,Salaried,Renovation,239100,0,2852000.0,120.0,1.0,Approved,239100,11.93,2026
TBM3377,2024-11-23,Jos,Male,Married,0,Graduate,Salaried,Renovation,292500,0,4576000.0,360.0,1.0,Approved,292500,15.64,2024
TBM3132,2026-01-07,Abuja,Male,Single,1,Graduate,Salaried,Land Acquisition,282800,0,4313000.0,180.0,1.0,Rejected,282800,15.25,2026
TBM3227,2026-07-13,Port Harcourt,Male,Married,0,Graduate,Self-Employed,Purchase,119500,117300,641000.0,300.0,1.0,Approved,236800,2.71,2026
TBM3040,2025-12-03,Lagos,Female,Single,0,Graduate,Self-Employed,Land Acquisition,171800,0,2095000.0,300.0,1.0,Approved,171800,12.19,2025
TBM3249,2026-03-10,Kano,Female,Married,1,Not Graduate,Salaried,Purchase,213300,137300,2535000.0,240.0,1.0,Approved,350600,7.23,2026
TBM3039,2026-02-03,Lagos,Male,Married,1,Not Graduate,Self-Employed,Land Acquisition,138100,68100,1372000.0,240.0,1.0,Approved,206200,6.65,2026
TBM3243,2026-07-23,Kano,Male,Married,0,Graduate,Self-Employed,Construction,920100,52700,14052000.0,240.0,1.0,Rejected,972800,14.44,2026
TBM3322,2026-07-20,Ibadan,Female,Single,3+,Graduate,Salaried,Purchase,322200,111700,851000.0,360.0,1.0,Approved,433900,1.96,2026
TBM3023,2025-03-13,Lagos,Female,Married,3+,Graduate,Salaried,Construction,114800,0,1363000.0,60.0,0.0,Rejected,114800,11.87,2025
TBM3160,2024-08-25,Abuja,Female,Married,0,Graduate,Self-Employed,Construction,377800,81400,4640000.0,180.0,0.0,Rejected,459200,10.1,2024
TBM3026,2025-02-21,Lagos,Female,Single,0,Not Graduate,Salaried,Purchase,119400,127100,2953000.0,120.0,1.0,Rejected,246500,11.98,2025
TBM3184,2026-06-17,Abuja,Female,Single,0,Not Graduate,Self-Employed,Construction,414500,90200,3338000.0,180.0,1.0,Rejected,504700,6.61,2026
TBM3241,2026-01-23,Kano,Male,Married,1,Not Graduate,Salaried,Purchase,186000,0,2918000.0,360.0,1.0,Approved,186000,15.69,2026
TBM3014,2026-01-21,Lagos,Male,Married,1,Graduate,Self-Employed,Purchase,237200,127100,4955000.0,60.0,1.0,Approved,364300,13.6,2026
TBM3146,2026-06-04,Abuja,Male,Married,1,Not Graduate,Self-Employed,Purchase,232700,0,1197000.0,240.0,1.0,Approved,232700,5.14,2026
TBM3321,2026-02-04,Ibadan,Male,Married,0,Graduate,Salaried,Purchase,200100,226600,1685000.0,180.0,0.0,Approved,426700,3.95,2026
TBM3079,2025-03-18,Lagos,Not Stated,Married,0,Not Graduate,Self-Employed,Purchase,122600,0,300000.0,180.0,0.0,Rejected,122600,2.45,2025
TBM3329,2026-07-10,Ibadan,Female,Married,1,Not Graduate,Salaried,Working Capital,334500,0,2089000.0,120.0,1.0,Approved,334500,6.25,2026
TBM3115,2026-02-25,Lagos,Female,Married,0,Graduate,Self-Employed,Renovation,351000,55900,4893000.0,180.0,1.0,Approved,406900,12.03,2026
TBM3053,2024-11-15,Lagos,Female,Single,0,Graduate,Salaried,Land Acquisition,131100,0,2957000.0,300.0,1.0,Approved,131100,22.56,2024
TBM3035,2025-12-04,Lagos,Male,Married,0,Not Graduate,Self-Employed,Purchase,207700,0,3820000.0,240.0,0.0,Rejected,207700,18.39,2025
TBM3105,2025-12-04,Lagos,Female,Single,0,Not Graduate,Self-Employed,Construction,371600,48700,2031000.0,180.0,0.0,Rejected,420300,4.83,2025
TBM3185,2025-08-09,Abuja,Male,Married,2,Graduate,Salaried,Land Acquisition,217900,129700,955000.0,60.0,1.0,Approved,347600,2.75,2025
TBM3285,2024-09-27,Kano,Male,Married,1,Graduate,Salaried,Purchase,281700,49900,2548000.0,60.0,1.0,Approved,331600,7.68,2024
TBM3365,2026-07-07,Jos,Female,Single,2,Graduate,Salaried,Purchase,234400,0,1064000.0,180.0,1.0,Approved,234400,4.54,2026
TBM3166,2026-04-02,Abuja,Male,Married,1,Graduate,Self-Employed,Renovation,589000,0,9393000.0,360.0,1.0,Rejected,589000,15.95,2026
TBM3299,2025-08-16,Ibadan,Female,Married,0,Graduate,Salaried,Purchase,104100,0,438000.0,240.0,1.0,Approved,104100,4.21,2025
TBM3024,2025-03-12,Lagos,Female,Married,0,Graduate,Salaried,Renovation,233700,0,3507000.0,300.0,0.0,Approved,233700,15.01,2025
TBM3372,2025-10-16,Jos,Male,Single,0,Graduate,Salaried,Purchase,156000,0,1776000.0,120.0,1.0,Approved,156000,11.38,2025
TBM3183,2025-10-23,Abuja,Female,Married,0,Graduate,Self-Employed,Construction,356900,97800,4486000.0,120.0,1.0,Approved,454700,9.87,2025
TBM3042,2024-09-19,Lagos,Female,Married,0,Graduate,Self-Employed,Construction,257900,101700,2557000.0,180.0,1.0,Approved,359600,7.11,2024
TBM3237,2025-07-24,Port Harcourt,Male,Married,0,Not Graduate,Not Stated,Purchase,671500,51800,7330000.0,120.0,0.0,Rejected,723300,10.13,2025
TBM3340,2026-07-26,Ibadan,Female,Single,0,Graduate,Self-Employed,Renovation,420800,0,5025000.0,120.0,1.0,Rejected,420800,11.94,2026
TBM3032,2026-06-15,Lagos,Female,Married,3+,Graduate,Salaried,Land Acquisition,210500,63400,2109000.0,300.0,1.0,Approved,273900,7.7,2026
TBM3046,2026-05-20,Lagos,Female,Married,3+,Graduate,Salaried,Purchase,245600,0,300000.0,240.0,1.0,Approved,245600,1.22,2026
TBM3370,2025-03-07,Jos,Female,Married,1,Graduate,Self-Employed,Working Capital,179500,0,3971000.0,180.0,1.0,Rejected,179500,22.12,2025
TBM3109,2025-08-15,Lagos,Female,Single,2,Graduate,Self-Employed,Renovation,208600,0,3096000.0,180.0,0.0,Approved,208600,14.84,2025
TBM3106,2024-12-17,Lagos,Male,Married,0,Graduate,Salaried,Renovation,156300,0,2392000.0,36.0,1.0,Approved,156300,15.3,2024
TBM3030,2026-06-09,Lagos,Male,Married,1,Graduate,Self-Employed,Construction,258900,52000,2599000.0,360.0,1.0,Approved,310900,8.36,2026
TBM3182,2024-09-26,Abuja,Male,Single,2,Not Graduate,Salaried,Renovation,146500,0,2580000.0,120.0,1.0,Approved,146500,17.61,2024
TBM3110,2024-08-17,Lagos,Male,Married,0,Graduate,Not Stated,Purchase,415600,168100,3877000.0,60.0,1.0,Approved,583700,6.64,2024
TBM3123,2026-04-20,Lagos,Male,Married,0,Graduate,Salaried,Purchase,242200,149300,1414000.0,120.0,1.0,Approved,391500,3.61,2026
TBM3374,2026-05-19,Jos,Male,Married,2,Graduate,Self-Employed,Purchase,266100,0,1107000.0,60.0,1.0,Approved,266100,4.16,2026
TBM3061,2025-05-05,Lagos,Male,Married,3+,Graduate,Self-Employed,Construction,207300,0,1412000.0,12.0,1.0,Approved,207300,6.81,2025
TBM3147,2025-02-19,Abuja,Male,Married,1,Not Graduate,Self-Employed,Renovation,303600,0,3363000.0,12.0,1.0,Approved,303600,11.08,2025
TBM3084,2026-02-13,Lagos,Male,Married,0,Graduate,Self-Employed,Purchase,324300,0,4013000.0,240.0,1.0,Approved,324300,12.37,2026
TBM3316,2025-08-21,Ibadan,Not Stated,Married,1,Not Graduate,Salaried,Renovation,127400,81400,375000.0,240.0,0.0,Approved,208800,1.8,2025
TBM3341,2026-06-16,Jos,Female,Single,0,Not Graduate,Salaried,Purchase,129400,109600,2935000.0,300.0,0.0,Approved,239000,12.28,2026
TBM3228,2026-01-02,Port Harcourt,Female,Married,1,Graduate,Salaried,Construction,143900,0,992000.0,300.0,0.0,Rejected,143900,6.89,2026
TBM3152,2025-06-25,Abuja,Female,Married,2,Graduate,Salaried,Renovation,215200,0,1687000.0,180.0,1.0,Approved,215200,7.84,2025
TBM3001,2026-05-25,Lagos,Male,Married,1,Graduate,Salaried,Construction,197800,27500,1958000.0,120.0,1.0,Rejected,225300,8.69,2026
TBM3268,2026-05-17,Kano,Male,Single,1,Graduate,Salaried,Purchase,286700,0,1294000.0,12.0,1.0,Approved,286700,4.51,2026
TBM3350,2026-05-22,Jos,Female,Single,3+,Graduate,Self-Employed,Purchase,147200,0,300000.0,300.0,1.0,Rejected,147200,2.04,2026
TBM3089,2025-03-03,Lagos,Male,Married,3+,Graduate,Salaried,Land Acquisition,169800,0,1780000.0,240.0,1.0,Approved,169800,10.48,2025
TBM3078,2025-09-21,Lagos,Female,Married,2,Graduate,Salaried,Purchase,226000,0,3206000.0,12.0,1.0,Rejected,226000,14.19,2025
TBM3269,2025-09-05,Kano,Male,Single,1,Graduate,Salaried,Renovation,277800,0,1983000.0,180.0,1.0,Approved,277800,7.14,2025
TBM3298,2025-01-22,Ibadan,Male,Married,1,Graduate,Salaried,Renovation,328300,58200,3394000.0,120.0,1.0,Approved,386500,8.78,2025
TBM3096,2025-08-05,Lagos,Female,Single,1,Not Graduate,Salaried,Renovation,274500,178300,2687000.0,240.0,1.0,Approved,452800,5.93,2025
TBM3211,2026-02-10,Port Harcourt,Female,Married,1,Not Graduate,Not Stated,Construction,178600,0,2931000.0,12.0,1.0,Approved,178600,16.41,2026
TBM3012,2026-03-18,Lagos,Male,Married,0,Graduate,Self-Employed,Renovation,196300,69900,4233000.0,180.0,1.0,Approved,266200,15.9,2026
TBM3332,2025-01-11,Ibadan,Female,Single,2,Not Graduate,Self-Employed,Construction,107600,0,1776000.0,60.0,1.0,Approved,107600,16.51,2025
TBM3258,2025-12-02,Kano,Male,Married,0,Not Graduate,Self-Employed,Purchase,296600,0,4131000.0,60.0,1.0,Approved,296600,13.93,2025
TBM3220,2025-05-11,Port Harcourt,Male,Married,1,Graduate,Salaried,Purchase,228600,0,1530000.0,300.0,1.0,Approved,228600,6.69,2025
TBM3253,2026-07-21,Kano,Male,Married,0,Not Graduate,Salaried,Renovation,260600,0,4314000.0,360.0,1.0,Approved,260600,16.55,2026
TBM3353,2025-06-20,Jos,Female,Married,2,Graduate,Self-Employed,Working Capital,287900,0,5059000.0,360.0,1.0,Approved,287900,17.57,2025
TBM3381,2024-11-20,Jos,Female,Single,0,Not Graduate,Salaried,Purchase,106100,0,300000.0,180.0,1.0,Approved,106100,2.83,2024
TBM3262,2026-07-03,Kano,Female,Married,1,Not Graduate,Self-Employed,Construction,148400,0,3603000.0,180.0,1.0,Approved,148400,24.28,2026
TBM3179,2025-12-07,Abuja,Male,Married,0,Graduate,Salaried,Purchase,150700,59600,1180000.0,180.0,0.0,Approved,210300,5.61,2025
TBM3279,2025-12-17,Kano,Male,Single,3+,Graduate,Salaried,Purchase,229300,52400,808000.0,60.0,1.0,Approved,281700,2.87,2025
TBM3020,2026-07-09,Lagos,Female,Married,1,Graduate,Self-Employed,Construction,65900,80000,2761000.0,12.0,1.0,Approved,145900,18.92,2026
TBM3356,2026-06-19,Jos,Male,Married,0,Not Graduate,Self-Employed,Working Capital,168700,0,300000.0,12.0,1.0,Approved,168700,1.78,2026
TBM3170,2024-12-03,Abuja,Male,Not Stated,0,Not Graduate,Salaried,Purchase,238000,58500,1337000.0,300.0,0.0,Rejected,296500,4.51,2024
TBM3278,2025-09-25,Kano,Male,Not Stated,1,Graduate,Self-Employed,Construction,72600,123400,300000.0,120.0,1.0,Approved,196000,1.53,2025
TBM3074,2024-08-19,Lagos,Female,Married,1,Graduate,Self-Employed,Renovation,197000,152900,2758000.0,120.0,1.0,Approved,349900,7.88,2024
TBM3018,2025-10-23,Lagos,Female,Married,0,Graduate,Salaried,Purchase,203100,0,1586000.0,300.0,1.0,Approved,203100,7.81,2025
TBM3063,2025-08-19,Lagos,Male,Married,0,Not Graduate,Salaried,Purchase,241000,0,2166000.0,180.0,1.0,Approved,241000,8.99,2025
TBM3250,2025-10-25,Kano,Male,Single,1,Graduate,Self-Employed,Land Acquisition,150400,50100,1298000.0,300.0,1.0,Approved,200500,6.47,2025
TBM3229,2026-05-08,Port Harcourt,Male,Married,2,Graduate,Salaried,Purchase,221500,0,1470000.0,240.0,1.0,Approved,221500,6.64,2026
TBM3230,2024-12-28,Port Harcourt,Female,Single,1,Not Graduate,Not Stated,Construction,279500,0,3632000.0,240.0,1.0,Approved,279500,12.99,2024
TBM3319,2025-06-12,Ibadan,Male,Married,1,Not Graduate,Salaried,Renovation,149700,0,300000.0,240.0,1.0,Approved,149700,2.0,2025
TBM3284,2026-01-21,Kano,Male,Married,2,Graduate,Salaried,Land Acquisition,208000,0,1439000.0,300.0,1.0,Approved,208000,6.92,2026
TBM3048,2024-12-04,Lagos,Male,Married,0,Graduate,Salaried,Construction,189300,0,2149000.0,240.0,1.0,Approved,189300,11.35,2024
TBM3251,2024-10-24,Kano,Female,Single,3+,Graduate,Salaried,Renovation,112700,43500,3355000.0,360.0,1.0,Approved,156200,21.48,2024
TBM3080,2024-09-13,Lagos,Male,Married,0,Graduate,Salaried,Purchase,187100,0,1305000.0,60.0,1.0,Approved,187100,6.97,2024
TBM3296,2025-12-07,Ibadan,Female,Single,1,Graduate,Salaried,Purchase,212400,36200,3108000.0,300.0,1.0,Approved,248600,12.5,2025
TBM3021,2025-09-21,Lagos,Female,Married,0,Graduate,Salaried,Purchase,185700,0,1701000.0,240.0,1.0,Approved,185700,9.16,2025
TBM3141,2025-02-22,Abuja,Female,Single,2,Not Graduate,Self-Employed,Construction,164100,0,1743000.0,120.0,0.0,Rejected,164100,10.62,2025
TBM3193,2026-01-03,Abuja,Female,Single,2,Graduate,Salaried,Construction,227500,0,3248000.0,240.0,1.0,Approved,227500,14.28,2026
TBM3131,2026-03-08,Abuja,Male,Single,3+,Graduate,Salaried,Construction,180100,95900,1477000.0,180.0,1.0,Rejected,276000,5.35,2026
TBM3216,2026-04-23,Port Harcourt,Male,Married,0,Graduate,Self-Employed,Renovation,110900,0,1616000.0,300.0,1.0,Rejected,110900,14.57,2026
TBM3245,2026-02-02,Kano,Male,Single,1,Graduate,Salaried,Construction,347800,0,2874000.0,300.0,1.0,Approved,347800,8.26,2026
TBM3364,2026-05-12,Jos,Male,Married,0,Graduate,Self-Employed,Land Acquisition,381100,0,1989000.0,180.0,1.0,Approved,381100,5.22,2026
TBM3060,2024-10-22,Lagos,Female,Single,1,Graduate,Self-Employed,Purchase,257600,0,2733000.0,180.0,1.0,Approved,257600,10.61,2024
TBM3222,2024-08-24,Port Harcourt,Male,Married,1,Graduate,Salaried,Purchase,225100,0,1709000.0,180.0,1.0,Rejected,225100,7.59,2024
TBM3177,2025-10-04,Abuja,Male,Married,3+,Not Graduate,Self-Employed,Land Acquisition,147300,0,1306000.0,60.0,1.0,Approved,147300,8.87,2025
TBM3056,2025-01-23,Lagos,Male,Single,0,Graduate,Salaried,Purchase,268900,311500,3255000.0,60.0,1.0,Approved,580400,5.61,2025
TBM3292,2026-07-09,Kano,Male,Married,0,Graduate,Self-Employed,Renovation,440400,55600,4963000.0,240.0,1.0,Approved,496000,10.01,2026
TBM3255,2026-02-04,Kano,Male,Single,0,Not Graduate,Self-Employed,Construction,106600,63700,2217000.0,180.0,1.0,Rejected,170300,13.02,2026
TBM3198,2024-12-20,Abuja,Male,Married,1,Graduate,Salaried,Renovation,278700,82300,2227000.0,360.0,1.0,Approved,361000,6.17,2024
TBM3233,2025-12-21,Port Harcourt,Male,Single,1,Not Graduate,Salaried,Purchase,223700,99700,5127000.0,240.0,1.0,Rejected,323400,15.85,2025
TBM3202,2025-12-22,Port Harcourt,Male,Married,1,Graduate,Self-Employed,Construction,808700,0,8560000.0,120.0,0.0,Rejected,808700,10.58,2025
TBM3169,2024-11-07,Abuja,Male,Single,3+,Graduate,Salaried,Renovation,241600,0,2355000.0,180.0,1.0,Approved,241600,9.75,2024
TBM3036,2025-09-21,Lagos,Female,Married,0,Graduate,Self-Employed,Construction,111500,59200,300000.0,300.0,1.0,Approved,170700,1.76,2025
TBM3130,2024-12-09,Lagos,Male,Married,0,Graduate,Self-Employed,Construction,128500,0,300000.0,180.0,0.0,Rejected,128500,2.33,2024
