Application_ID,Application_Date,Branch_Region,Gender,Marital_Status,Dependents,Education,Employment_Type,Loan_Purpose,Monthly_Income_NGN,Coapplicant_Income_NGN,Loan_Amount_NGN,Loan_Term_Months,Credit_History,Loan_Status
TBM3010,16/06/2026,Lagos,Male,Single,0,Not Graduate,Salaried,Purchase,370600,0,4549000.0,120.0,1.0,Approved
TBM3187,09-May-2025,Abuja,Female,Married,3+,Not Graduate,Salaried,Purchase,179700,0,1946000.0,300.0,1.0,Approved
TBM3065,28-Jun-2026,Lagos,Male,N,1,Graduate,Self-Employed,Purchase,257400,59700,3341000.0,300.0,1.0,Approved
TBM3369,2025-08-02,Jos,Male,Married,0,Not Graduate,Salaried,Renovation,165900,0,2088000.0,180.0,1.0,Approved
TBM3153,03-Jul-2025,Abuja,Female,Married,2,Graduate,Salaried,Purchase,201200,0,1402000.0,12.0,1.0,Approved
TBM3207,22-Nov-2024,Port Harcourt,Male,Married,1,Graduate,Salaried,Renovation,168700,78900,1683000.0,240.0,0.0,Approved
TBM3154,20/04/2026,Abuja,Male,Single,3+,Graduate,Self-Employed,Construction,103100,0,965000.0,120.0,1.0,Approved
TBM3323,2025-07-02,Ibadan,Female,Single,0,Not Graduate,Salaried,Construction,160000,115300,448000.0,12.0,1.0,Approved
TBM3305,2025-02-05,Ibadan,Male,Married,2,Not Graduate,Salaried,Purchase,262500,0,1516000.0,180.0,1.0,Approved
TBM3176,21-May-2026,Abuja,Male,Single,0,Graduate,Salaried,Construction,109800,0,2803000.0,180.0,0.0,Approved
TBM3348,09-Jan-2025,Jos,Female,Single,0,Graduate,Self-Employed,Purchase,97400,0,702000.0,240.0,1.0,Approved
TBM3072,2024-09-05,Lagos,Female,Married,0,Not Graduate,Salaried,Renovation,148700,0,1763000.0,360.0,,Approved
TBM3339,11/03/2025,Ibadan,Male,Married,2,Not Graduate,Salaried,Renovation,269200,0,3063000.0,300.0,1.0,Approved
TBM3015,2025-12-22,Lagos,Male,Married,0,Not Graduate,Salaried,Construction,109700,97900,1906000.0,240.0,1.0,Approved
TBM3371,2025-11-26,Jos,Male,Single,1,Graduate,Self-Employed,Purchase,68500,0,300000.0,240.0,1.0,Approved
TBM3049,07-May-2025,Lagos,Female,Married,2,Not Graduate,Self-Employed,Purchase,144500,70600,3165000.0,120.0,1.0,Approved
TBM3017,2025-10-09,Lagos,Male,Married,0,Graduate,Salaried,Land Acquisition,226900,64900,2686000.0,360.0,1.0,Approved
TBM3075,28-Jul-2026,Lagos,Male,Single,0,Graduate,Self Employed,Construction,237100,114200,3612000.0,240.0,1.0,Approved
TBM3274,13/01/2026,Kano,Male,Married,3+,Graduate,Salaried,Renovation,222400,0,1731000.0,12.0,1.0,Approved
TBM3134,23-Jun-2025,Abuja,Female,Single,0,Graduate,Salaried,Construction,276000,136300,1335000.0,300.0,1.0,Approved
TBM3373,15/02/2026,Jos,,Married,1,Not Graduate,Self-Employed,Construction ,140800,0,3378000.0,360.0,1.0,Rejected
TBM3015,2025-12-22,Lagos,Male,Married,0,Not Graduate,Salaried,Construction,109700,97900,1906000.0,240.0,1.0,Approved
TBM3203,10-Feb-2026,Port Harcourt,Male,Married,1,Graduate,Salaried,Purchase,171400,118800,2419000.0,240.0,0.0,Rejected
TBM3162,08-May-2026,Abuja,Female,Single,1,Not Graduate,,Renovation,119600,80800,711000.0,240.0,,Approved
TBM3333,2024-11-20,Ibadan,,Single,1,Graduate,,Renovation,169400,57000,2382000.0,240.0,1.0,Approved
TBM3031,18/12/2024,Lagos,Male,Single,1,Graduate,Salaried,Renovation,158100,71000,1382000.0,180.0,1.0,Rejected
TBM3326,24-Nov-2025,Ibadan,Female,Married,0,Graduate,Salaried,Purchase,151700,0,1482000.0,120.0,1.0,Approved
TBM3267,12-Jul-2026,Kano,Female,Single,0,Graduate,Salaried,Renovation,154800,73800,300000.0,240.0,1.0,Approved
TBM3271,2025-02-20,Kano,Male,Single,1,Not Graduate,Salaried,Construction,127900,167200,708000.0,240.0,0.0,Approved
TBM3086,11/11/2025,Lagos,Male,Married,2,Graduate,Salaried,Renovation,334500,0,3536000.0,240.0,1.0,Approved
TBM3081,2026-02-06,Lagos,Female,Married,1,Graduate,Salaried,Construction,169400,0,1415000.0,300.0,0.0,Approved
TBM3376,2026-05-10,Jos ,Male,Married,1,Graduate,Salaried,Renovation,212100,0,1710000.0,240.0,,Approved
TBM3002,2026-06-02,Lagos,Male,Married,0,Graduate,Salaried,Construction,176600,0,625000.0,360.0,1.0,Rejected
TBM3225,2026-05-17,Port  Harcourt,Male,Married,1,Graduate,Salaried,Land Acquisition,156600,0,2343000.0,240.0,1.0,Approved
TBM3208,25/06/2026,Port Harcourt,Female,Single,2,Graduate,Salaried,Construction,201000,0,3347000.0,240.0,1.0,Approved
TBM3174,04-Apr-2026,Abuja,Male,Single,2,Graduate,Salaried,Renovation,143800,0,300000.0,120.0,1.0,Rejected
TBM3118,2026-07-25,Lagos,Female,Married,2,Graduate,Salaried,Renovation,215900,0,2580000.0,120.0,1.0,Approved
TBM3335,18/05/2026,Ibadan,Female,Married,1,Not Graduate,Salaried,Renovation,184000,53900,1290000.0,240.0,1.0,Rejected
TBM3133,2025-11-12,Abuja,Male,Single,3+,Not Graduate,Salaried,Construction,131500,53400,1941000.0,240.0,1.0,Rejected
TBM3300,12/02/2026,Ibadan,Female,Single,2,Graduate,Self-Employed,Renovation,237900,0,2248000.0,12.0,1.0,Approved
TBM3291,23/12/2024,Kano,Male,Married,0,Not Graduate,Salaried,Construction,166300,0,2217000.0,60.0,1.0,Rejected
TBM3009,16-Oct-2025,Lagos,Male,Single,2,Graduate,Salaried,Purchase,244300,58300,2734000.0,360.0,0.0,Approved
TBM3019,27-Jul-2025,Lagos,Male,Single,1,Graduate,Salaried,Construction,109900,231500,474000.0,180.0,0.0,Rejected
TBM3338,11-Jun-2026,Ibadan,Female,Single,2,Not Graduate,Self-Employed,Land Acquisition,90800,75900,300000.0,240.0,1.0,Approved
TBM3071,2025-09-04,Lagos,Female,Married,0,Not Graduate,Self-Employed,Construction,87300,0,867000.0,300.0,,Approved
TBM3129,25-Aug-2025,Lagos,Male,Married,0,Graduate,Salaried,Land Acquisition,222300,40300,819000.0,12.0,1.0,Approved
TBM3189,09-Sep-2025,Abuja,Female,Married,0,Graduate,Salaried,Working Capital,412600,0,3388000.0,240.0,1.0,Approved
TBM3280,2026-05-05,Kano,Male,Married,0,Not Graduate,Salaried,Renovation,212200,152600,3626000.0,240.0,,Approved
TBM3099,03/10/2025,Lagos,Female,Single,0,Graduate,Self-Employed,Renovation,247100,0,2017000.0,240.0,1.0,Approved
TBM3295,2025-04-07,Kano,Female,Single,0,Graduate,Self-Employed,Construction,76700,0,2809000.0,300.0,1.0,Approved
TBM3022,2026-01-12,Lagos,Male,Married,0,Graduate,Self-Employed,Renovation,134500,38400,2083000.0,240.0,1.0,Approved
TBM3194,02/10/2025,Abuja,Male,Married,1,Not Graduate,Salaried,Working Capital,263900,0,545000.0,360.0,0.0,Rejected
TBM3006,19-Jul-2025,Lagos,Male,Married,2,Graduate,Self-Employed,Construction,412000,0,2479000.0,60.0,1.0,Approved
TBM3324,28-Sep-2025,Ibadan,Female,Single,3+,Graduate,Salaried,Construction,123800,0,3560000.0,12.0,1.0,Approved
TBM3136,10-Jul-2025,Abuja,Male,Single,0,Graduate,Salaried,Renovation,294200,0,4354000.0,120.0,1.0,Approved
TBM3303,16-May-2026,Ibadan,Female,Married,0,Graduate,Salaried,Land Acquisition,280600,0,1101000.0,300.0,1.0,Approved
TBM3199,13/01/2025,Abuja,Female,Married,0,Graduate,Salaried,Purchase,258700,134600,3738000.0,240.0,,Approved
TBM3328,16-May-2026,Ibadan,Male,Married,0,Graduate,Salaried,Purchase,305900,0,1111000.0,120.0,1.0,Rejected
TBM3204,24-Mar-2025,Port Harcourt,Female,Married,0,Graduate,Salaried,Renovation,238800,0,1468000.0,180.0,1.0,Rejected
TBM3068,12-Mar-2026,Lagos,Female,Single,2,Graduate,Salaried,Renovation,161400,0,300000.0,300.0,1.0,Rejected
TBM3224,07/04/2026,Port Harcourt,Male,Married,2,Graduate,Salaried,Land Acquisition,133200,0,2945000.0,120.0,1.0,Approved
TBM3128,2025-09-23,Lagos,Male,Single,0,Graduate,Self-Employed,Construction,478600,91100,313000.0,300.0,0.0,Approved
TBM3144,21-Jun-2026,Abuja,,Married,1,Graduate,Salaried,Construction,158700,0,1196000.0,240.0,1.0,Approved
TBM3140,2026-05-16,Abuja,Male,Married,3+,Not Graduate,Self-Employed,Purchase,371800,0,4254000.0,300.0,1.0,Approved
TBM3219,17-Sep-2025,Port Harcourt,Female,Married,1,Not Graduate,Salaried,Renovation,324100,104000,2325000.0,300.0,1.0,Rejected
TBM3304,16/01/2026,Ibadan,Female,Single,0,Graduate,Salaried,Purchase,200200,45800,2813000.0,360.0,1.0,Approved
TBM3158,2026-06-02,Abuja,Female,Single,1,Graduate,Salaried,Construction,230100,0,2110000.0,120.0,1.0,Approved
TBM3095,2026-06-03,Lagos,Male,Single,3+,Graduate,Salaried,Renovation,239100,0,2852000.0,120.0,1.0,Approved
TBM3256,2024-11-21,Kano,Male,Single,0,graduate,Salaried,Renovation,280500,88200,1647000.0,180.0,,Approved
TBM3377,2024-11-23,Jos ,Male,Married,0,Graduate,Salaried,Renovation,292500,0,4576000.0,360.0,1.0,Approved
TBM3132,2026-01-07,Abuja,Male,Single,1,Graduate,Salaried,Land Acquisition ,282800,0,4313000.0,180.0,1.0,Rejected
TBM3227,2026-07-13,Port Harcourt,Male,Married,0,Graduate,Self-Employed,Purchase,119500,117300,641000.0,300.0,1.0,Approved
TBM3040,03-Dec-2025,Lagos,Female,Single,0,Graduate,Self-Employed,Land Acquisition,171800,0,2095000.0,300.0,1.0,Approved
TBM3383,2025-11-11,Jos,Male,Single,2,Not Graduate,,Purchase,378700,108700,2316000.0,240.0,1.0,Approved
TBM3377,2024-11-23,Jos ,Male,Married,0,Graduate,Salaried,Renovation,292500,0,4576000.0,360.0,1.0,Approved
TBM3190,2025-06-24,Abuja,Male,Single,2,Graduate,Salaried,Construction,136400,0,300000.0,60.0,,Rejected
TBM3355,14/08/2025,Jos,Male,Married,0,Not Graduate,Salaried,Construction,263300,0,2800000.0,120.0,,Approved
TBM3343,03-Oct-2024,Jos,Male,Married,1,Graduate,Self-Employed,Renovation,133800,129900,2370000.0,240.0,,Approved
TBM3249,10-Mar-2026,Kano,Female,Married,1,Not Graduate,Salaried,Purchase,213300,137300,2535000.0,240.0,1.0,Approved
TBM3039,03-Feb-2026,Lagos,Male,Married,1,Not Graduate,Self-Employed,Land Acquisition,138100,68100,1372000.0,240.0,1.0,Approved
TBM3243,2026-07-23,Kano,Male,Married,0,Graduate,Self-Employed,Construction,920100,52700,14052000.0,240.0,1.0,Rejected
TBM3322,20-Jul-2026,Ibadan,Female,Single,3+,Graduate,Salaried,Purchase,322200,111700,851000.0,360.0,1.0,Approved
TBM3139,28-Oct-2025,Abuja,Male,Single,2,Graduate,,Purchase,91000,0,300000.0,12.0,,Approved
TBM3023,13-Mar-2025,Lagos,Female,Married,3+,Graduate,Salaried,Construction,114800,0,1363000.0,60.0,0.0,Rejected
TBM3160,25/08/2024,Abuja,Female,Married,0,Graduate,Self-Employed,Construction,377800,81400,4640000.0,180.0,0.0,Rejected
TBM3026,21-Feb-2025,Lagos,Female,Single,0,Not Graduate,Salaried,Purchase,119400,127100,2953000.0,120.0,1.0,Rejected
TBM3184,2026-06-17,Abuja,Female,Single,0,Not Graduate,Self-Employed,Construction,414500,90200,3338000.0,180.0,1.0,Rejected
TBM3241,23-Jan-2026,Kano,Male,Married,1,Not Graduate,Salaried,Purchase,186000,0,2918000.0,360.0,1.0,Approved
TBM3014,2026-01-21,Lagos,Male,Married,1,Graduate,Self-Employed,Purchase,237200,127100,4955000.0,60.0,1.0,Approved
TBM3146,04/06/2026,Abuja,Male,Married,1,Not Graduate,Self-Employed,Purchase,232700,0,1197000.0,240.0,1.0,Approved
TBM3321,2026-02-04,Ibadan,Male,Married,0,Graduate,Salaried,Purchase,200100,226600,1685000.0,180.0,0.0,Approved
TBM3079,18-Mar-2025,Lagos,,Married,0,Not Graduate,Self-Employed,Purchase,122600,0,300000.0,180.0,0.0,Rejected
TBM3329,2026-07-10,Ibadan,Female,Married,1,Not Graduate,Salaried,Working Capital,334500,0,2089000.0,120.0,1.0,Approved
TBM3115,25/02/2026,Lagos,Female,Married,0,Graduate,Self-Employed,Renovation,351000,55900,4893000.0,180.0,1.0,Approved
TBM3309,17/08/2024,Ibadan,Female,Married,3+,Graduate,Self-Employed,Purchase,167600,82900,1121000.0,300.0,,Approved
TBM3053,15/11/2024,Lagos,Female,Single,0,Graduate,Salaried,Land Acquisition,131100,0,2957000.0,300.0,1.0,Approved
TBM3035,2025-12-04,Lagos,Male,Married,0,Not Graduate,Self Employed,Purchase,207700,0,3820000.0,240.0,0.0,Rejected
TBM3105,04/12/2025,Lagos,Female,Single,0,Not Graduate,Self Employed,Construction,371600,48700,2031000.0,180.0,0.0,Rejected
TBM3185,09-Aug-2025,Abuja,Male,Married,2,Graduate,Salaried,Land Acquisition,217900,129700,955000.0,60.0,1.0,Approved
TBM3188,05-Jan-2026,Abuja,Female,Single,0,Not Graduate,Self-Employed,Renovation,441900,0,4205000.0,240.0,,Approved
TBM3285,2024-09-27,Kano,Male,Married,1,Graduate,Salaried,Purchase,281700,49900,2548000.0,60.0,1.0,Approved
TBM3365,07-Jul-2026,Jos,Female,Single,2,Graduate,Salaried,Purchase,234400,0,1064000.0,180.0,1.0,Approved
TBM3166,2026-04-02,Abuja,Male,Married,1,Graduate,Self-Employed,Renovation,589000,0,9393000.0,360.0,1.0,Rejected
TBM3299,16/08/2025,Ibadan,Female,Married,0,Graduate,Salaried,Purchase,104100,0,438000.0,240.0,1.0,Approved
TBM3024,12-Mar-2025,Lagos,Female,Married,0,Graduate,Salaried,Renovation,233700,0,3507000.0,300.0,0.0,Approved
TBM3372,16-Oct-2025,Jos,Male,Single,0,Graduate,Salaried,Purchase,156000,0,1776000.0,120.0,1.0,Approved
TBM3183,23-Oct-2025,Abuja,Female,Married,0,Graduate,Self-Employed,Construction,356900,97800,4486000.0,120.0,1.0,Approved
TBM3042,19-Sep-2024,Lagos,Female,Married,0,Graduate,Self-Employed,Construction,257900,101700,2557000.0,180.0,1.0,Approved
TBM3237,24/07/2025,Port Harcourt,Male,Married,0,Not Graduate,,Purchase,671500,51800,7330000.0,120.0,0.0,Rejected
TBM3340,2026-07-26,Ibadan,Female,Single,0,Graduate,Self-Employed,Renovation,420800,0,5025000.0,120.0,1.0,Rejected
TBM3076,27/06/2026,Lagos,Male,Single,0,Graduate,Salaried,Construction,131200,0,2126000.0,360.0,,Approved
TBM3032,2026-06-15,Lagos,Female,Married,3+,Graduate,Salaried,Land Acquisition,210500,63400,2109000.0,300.0,1.0,Approved
TBM3046,2026-05-20,Lagos,Female,Married,3+,Graduate,Salaried,Purchase,245600,0,300000.0,240.0,1.0,Approved
TBM3370,07/03/2025,Jos,Female,Married,1,Graduate,Self-Employed,Working Capital,179500,0,3971000.0,180.0,1.0,Rejected
TBM3109,2025-08-15,Lagos,Female,Single,2,Graduate,Self-Employed,Renovation,208600,0,3096000.0,180.0,0.0,Approved
TBM3106,17-Dec-2024,Lagos,Male,Married,0,Graduate,Salaried,Renovation,156300,0,2392000.0,36.0,1.0,Approved
TBM3150,16/05/2026,Abuja,Male,Single,2,Not Graduate,Salaried,Purchase,132900,0,1601000.0,60.0,,Approved
TBM3030,09/06/2026,Lagos,Male,Married,1,Graduate,Self-Employed,Construction,258900,52000,2599000.0,360.0,1.0,Approved
TBM3182,2024-09-26,Abuja,Male,Single,2,Not Graduate,Salaried,Renovation,146500,0,2580000.0,120.0,1.0,Approved
TBM3110,2024-08-17,Lagos,Male,Married,0,Graduate,,Purchase,415600,168100,3877000.0,60.0,1.0,Approved
TBM3123,20/04/2026,Lagos,Male,Married,0,Graduate,Salaried,Purchase,242200,149300,1414000.0,120.0,1.0,Approved
TBM3374,2026-05-19,Jos,Male,Married,2,Graduate,Self-Employed,Purchase,266100,0,1107000.0,60.0,1.0,Approved
TBM3105,04/12/2025,Lagos,Female,Single,0,Not Graduate,Self Employed,Construction,371600,48700,2031000.0,180.0,0.0,Rejected
TBM3061,05-May-2025,Lagos,Male,Married,3+,Graduate,Self Employed,Construction,207300,0,1412000.0,12.0,1.0,Approved
TBM3147,19-Feb-2025,Abuja,Male,Married,1,Not Graduate,Self-Employed,Renovation,303600,0,3363000.0,12.0,1.0,Approved
TBM3084,2026-02-13,Lagos,Male,Married,0,Graduate,Self-Employed,Purchase,324300,0,4013000.0,240.0,1.0,Approved
TBM3316,21-Aug-2025,Ibadan,,Married,1,Not Graduate,Salaried,Renovation,127400,81400,375000.0,240.0,0.0,Approved
TBM3341,2026-06-16,Jos,Female,Single,0,Not Graduate,Salaried,Purchase,129400,109600,2935000.0,300.0,0.0,Approved
TBM3228,02/01/2026,Port Harcourt,Female,Married,1,Graduate,Salaried,Construction,143900,0,992000.0,300.0,0.0,Rejected
TBM3349,2027-03-14,jos,Female,Single,3+,Graduate,Salaried,Renovation,409300,98500,2239000.0,240.0,0.0,Approved
TBM3152,2025-06-25,Abuja,Female,Married,2,Graduate,Salaried,Renovation,215200,0,1687000.0,180.0,1.0,Approved
TBM3001,2026-05-25,Lagos,Male,Married,1,Graduate,Salaried,Construction,197800,27500,1958000.0,120.0,1.0,Rejected
TBM3268,2026-05-17,Kano,Male,Single,1,Graduate,Salaried,Purchase,286700,0,1294000.0,12.0,1.0,Approved
TBM3350,22-May-2026,Jos,Female,Single,3+,Graduate,Self-Employed,Purchase,147200,0,300000.0,300.0,1.0,Rejected
TBM3089,2025-03-03,Lagos,Male,Married,3+,Graduate,Salaried,Land Acquisition,169800,0,1780000.0,240.0,1.0,Approved
TBM3078,21-Sep-2025,Lagos,Female,Married,2,Graduate,Salaried,Purchase,226000,0,3206000.0,12.0,1.0,Rejected
TBM3269,05-Sep-2025,Kano,Male,Single,1,Graduate,Salaried,Renovation,277800,0,1983000.0,180.0,1.0,Approved
TBM3124,23-Jan-2026,Lagos,Female,Single,0,Graduate,Self-Employed,Purchase,91300,0,695000.0,120.0,,Approved
TBM3298,22/01/2025,Ibadan,Male,Married,1,Graduate,Salaried,Renovation,328300,58200,3394000.0,120.0,1.0,Approved
TBM3096,05-Aug-2025,Lagos,Female,Single,1,Not Graduate,Salaried,Renovation,274500,178300,2687000.0,240.0,1.0,Approved
TBM3211,2026-02-10,Port Harcourt,Female,Married,1,Not Graduate,,Construction,178600,0,2931000.0,12.0,1.0,Approved
TBM3012,18/03/2026,Lagos,Male,Married,0,Graduate,Self-Employed,Renovation,196300,69900,4233000.0,180.0,1.0,Approved
TBM3115,25/02/2026,Lagos,Female,Married,0,Graduate,Self-Employed,Renovation,351000,55900,4893000.0,180.0,1.0,Approved
TBM3332,11-Jan-2025,Ibadan,Female,Single,2,Not Graduate,Self-Employed,Construction,107600,0,1776000.0,60.0,1.0,Approved
TBM3258,02-Dec-2025,Kano,Male,Married,0,Not Graduate,Self-Employed,Purchase,296600,0,4131000.0,60.0,1.0,Approved
TBM3220,2025-05-11,Port Harcourt,Male,Married,1,Graduate,Salaried,Purchase,228600,0,1530000.0,300.0,1.0,Approved
TBM3253,21-Jul-2026,Kano,Male,Married,0,Not Graduate,Salaried,Renovation,260600,0,4314000.0,360.0,1.0,Approved
TBM3353,2025-06-20,Jos,Female,Married,2,Graduate,Self-Employed,Working Capital,287900,0,5059000.0,360.0,1.0,Approved
TBM3381,20-Nov-2024,Jos,Female,Single,0,Not Graduate,Salaried,Purchase,106100,0,300000.0,180.0,1.0,Approved
TBM3262,2026-07-03,Kano,Female,Married,1,Not Graduate,Self Employed,Construction,148400,0,3603000.0,180.0,1.0,Approved
TBM3179,2025-12-07,Abuja,Male,Married,0,Graduate,Salaried,Purchase,150700,59600,1180000.0,180.0,0.0,Approved
TBM3279,17/12/2025,Kano,Male,Single,3+,Graduate,Salaried,Purchase,229300,52400,808000.0,60.0,1.0,Approved
TBM3020,09-Jul-2026,Lagos,Female,Married,1,Graduate,Self-Employed,Construction,65900,80000,2761000.0,12.0,1.0,Approved
TBM3356,2026-06-19,Jos,Male,Married,0,Not Graduate,Self Employed,Working Capital,168700,0,300000.0,12.0,1.0,Approved
TBM3170,2024-12-03,Abuja,Male,N,0,Not Graduate,Salaried,Purchase,238000,58500,1337000.0,300.0,0.0,Rejected
TBM3240,04/11/2025,Port Harcourt,Male,Single,2,Not Graduate,Salaried,Purchase,180300,0,387000.0,300.0,,Approved
TBM3278,2025-09-25,Kano,Male,N,1,Graduate,Self-Employed,Construction,72600,123400,300000.0,120.0,1.0,Approved
TBM3161,10-Sep-2025,Abuja,Female,Single,3+,Not Graduate,Self-Employed,Land Acquisition,110400,0,2290000.0,180.0,,Approved
TBM3074,19/08/2024,Lagos,Female,Married,1,Graduate,Self-Employed,Renovation,197000,152900,2758000.0,120.0,1.0,Approved
TBM3018,2025-10-23,Lagos,Female,Married,0,Graduate,Salaried,Purchase,203100,0,1586000.0,300.0,1.0,Approved
TBM3063,19/08/2025,Lagos,Male,Married,0,Not Graduate,Salaried,Purchase,241000,0,2166000.0,180.0,1.0,Approved
TBM3250,25/10/2025,Kano,Male,Single,1,Graduate,Self-Employed,Land Acquisition,150400,50100,1298000.0,300.0,1.0,Approved
TBM3229,08-May-2026,Port Harcourt,Male,Married,2,Graduate,Salaried,Purchase,221500,0,1470000.0,240.0,1.0,Approved
TBM3239,2025-08-14,port harcourt,Male,Married,0,graduate,Salaried,Working Capital ,191600,191300,3005000.0,240.0,,Rejected
TBM3230,28-Dec-2024,Port Harcourt,Female,Single,1,Not Graduate,,Construction,279500,0,3632000.0,240.0,1.0,Approved
TBM3319,12-Jun-2025,Ibadan,Male,Married,1,Not Graduate,Salaried,Renovation ,149700,0,300000.0,240.0,1.0,Approved
TBM3284,2026-01-21,Kano,Male,Married,2,Graduate,Salaried,Land Acquisition,208000,0,1439000.0,300.0,1.0,Approved
TBM3048,04-Dec-2024,Lagos,Male,Married,0,Graduate,Salaried,Construction,189300,0,2149000.0,240.0,1.0,Approved
TBM3251,2024-10-24,Kano,Female,Single,3+,Graduate,Salaried,Renovation,112700,43500,3355000.0,360.0,1.0,Approved
TBM3080,2024-09-13,Lagos,Male,Married,0,Graduate,Salaried,Purchase,187100,0,1305000.0,60.0,1.0,Approved
TBM3296,07-Dec-2025,Ibadan,Female,Single,1,Graduate,Salaried,Purchase,212400,36200,3108000.0,300.0,1.0,Approved
TBM3228,02/01/2026,Port Harcourt,Female,Married,1,Graduate,Salaried,Construction,143900,0,992000.0,300.0,0.0,Rejected
TBM3021,21/09/2025,Lagos,Female,Married,0,Graduate,Salaried,Purchase,185700,0,1701000.0,240.0,1.0,Approved
TBM3141,22/02/2025,Abuja,Female,Single,2,Not Graduate,Self-Employed,Construction,164100,0,1743000.0,120.0,0.0,Rejected
TBM3193,03-Jan-2026,Abuja,Female,Single,2,Graduate,Salaried,Construction,227500,0,3248000.0,240.0,1.0,Approved
TBM3131,2026-03-08,Abuja,Male,Single,3+,Graduate,Salaried,Construction,180100,95900,1477000.0,180.0,1.0,Rejected
TBM3216,2026-04-23,Port Harcourt,Male,Married,0,Graduate,Self-Employed,Renovation,110900,0,1616000.0,300.0,1.0,Rejected
TBM3245,2026-02-02,Kano,Male,Single,1,Graduate,Salaried,Construction,347800,0,2874000.0,300.0,1.0,Approved
TBM3364,12/05/2026,Jos,Male,Married,0,Graduate,Self-Employed,Land Acquisition,381100,0,1989000.0,180.0,1.0,Approved
TBM3060,22/10/2024,Lagos,Female,Single,1,Graduate,Self-Employed,Purchase,257600,0,2733000.0,180.0,1.0,Approved
TBM3222,2024-08-24,Port Harcourt,Male,Married,1,Graduate,Salaried,Purchase,225100,0,1709000.0,180.0,1.0,Rejected
TBM3177,04-Oct-2025,Abuja,Male,Married,3+,Not Graduate,Self-Employed,Land Acquisition,147300,0,1306000.0,60.0,1.0,Approved
TBM3056,2025-01-23,Lagos,Male,Single,0,Graduate,Salaried,Purchase,268900,311500,3255000.0,60.0,1.0,Approved
TBM3292,09-Jul-2026,Kano,Male,Married,0,graduate,Self-Employed,Renovation,440400,55600,4963000.0,240.0,1.0,Approved
TBM3255,04/02/2026,Kano,Male,Single,0,Not Graduate,Self-Employed,Construction,106600,63700,2217000.0,180.0,1.0,Rejected
TBM3255,04/02/2026,Kano,Male,Single,0,Not Graduate,Self-Employed,Construction,106600,63700,2217000.0,180.0,1.0,Rejected
TBM3198,20-Dec-2024,Abuja,Male,Married,1,Graduate,Salaried,Renovation,278700,82300,2227000.0,360.0,1.0,Approved
TBM3069,2025-09-12,Lagos,Male,Married,1,Graduate,Salaried,Construction,125900,0,320000.0,120.0,,Rejected
TBM3211,2026-02-10,Port Harcourt,Female,Married,1,Not Graduate,,Construction,178600,0,2931000.0,12.0,1.0,Approved
TBM3233,21/12/2025,Port Harcourt,Male,Single,1,Not Graduate,Salaried,Purchase,223700,99700,5127000.0,240.0,1.0,Rejected
TBM3202,2025-12-22,Port Harcourt,Male,Married,1,Graduate,Self-Employed,Construction,808700,0,8560000.0,120.0,0.0,Rejected
TBM3169,07/11/2024,Abuja,Male,Single,3+,Graduate,Salaried,Renovation,241600,0,2355000.0,180.0,1.0,Approved
TBM3186,14/11/2024,Abuja,Male,Married,3+,Not Graduate,Salaried,Construction,150000,94600,2566000.0,240.0,,Approved
TBM3036,21-Sep-2025,Lagos,Female,Married,0,Graduate,Self-Employed,Construction,111500,59200,300000.0,300.0,1.0,Approved
TBM3130,2024-12-09,Lagos,Male,Married,0,Graduate,Self-Employed,Construction,128500,0,300000.0,180.0,0.0,Rejected
